movie_id,company_id,company_type_id,note
1565,121,1,(2009) (Germany) (TV)
1570,121,1,(2008) (Germany) (TV)
1576,122,1,(2007-) (Hungary) (TV) (repeats)
1576,123,1,(2012) (UK) (TV)
1576,124,1,(2006-2009) (Japan) (TV)
1576,125,1,(USA)
1576,126,1,
1576,31,1,(2008) (Netherlands) (TV) (RTL8)
1576,46,1,(2005-2007) (Hungary) (TV) (original airing)
1576,53,1,(2008-) (Estonia) (TV)
1577,127,1,(2005) (Germany) (TV)
1577,125,1,(2003) (USA) (TV)
1577,46,1,(2005) (Hungary) (TV)
1578,127,1,(2006) (Germany) (TV)
1578,125,1,(2005) (USA) (TV)
1578,46,1,(2007) (Hungary) (TV)
1579,127,1,(2006) (Germany) (TV)
1579,125,1,(2005) (USA) (TV)
1579,46,1,(2007) (Hungary) (TV)
1580,127,1,(2006) (Germany) (TV)
1580,125,1,(2005) (USA) (TV)
1580,46,1,(2007) (Hungary) (TV)
1581,127,1,(2006) (Germany) (TV)
1581,125,1,(2005) (USA) (TV)
1581,46,1,(2007) (Hungary) (TV)
1582,127,1,(2006) (Germany) (TV)
1582,125,1,(2005) (USA) (TV)
1582,46,1,(2007) (Hungary) (TV)
1583,127,1,(2005) (Germany) (TV)
1583,125,1,(2003) (USA) (TV)
1583,46,1,(2005) (Hungary) (TV)
1584,127,1,(2005) (Germany) (TV)
1584,125,1,(2004) (USA) (TV)
1584,46,1,(2006) (Hungary) (TV)
1585,127,1,(2006) (Germany) (TV)
1585,125,1,(2005) (USA) (TV)
1585,46,1,(2007) (Hungary) (TV)
1586,127,1,(2005) (Germany) (TV)
1586,125,1,(2004) (USA) (TV)
1586,46,1,(2006) (Hungary) (TV)
1587,127,1,(2005) (Germany) (TV)
1587,125,1,(2003) (USA) (TV)
1587,46,1,(2005) (Hungary) (TV)
1588,127,1,(2005) (Germany) (TV)
1588,125,1,(2004) (USA) (TV)
1588,46,1,(2005) (Hungary) (TV)
1589,127,1,(2005) (Germany) (TV)
1589,125,1,(2004) (USA) (TV)
1589,46,1,(2006) (Hungary) (TV)
1590,127,1,(2006) (Germany) (TV)
1590,125,1,(2006) (USA) (TV)
1590,46,1,(2007) (Hungary) (TV)
1591,127,1,(2006) (Germany) (TV)
1591,125,1,(2006) (USA) (TV)
1591,46,1,(2007) (Hungary) (TV)
1592,127,1,(2005) (Germany) (TV)
1592,125,1,(2003) (USA) (TV)
1592,46,1,(2005) (Hungary) (TV)
1593,127,1,(2006) (Germany) (TV)
1593,125,1,(2005) (USA) (TV)
1593,46,1,(2007) (Hungary) (TV)
1593,115,1,(2006) (Ireland) (TV)
1594,127,1,(2006) (Germany) (TV)
1594,125,1,(2005) (USA) (TV)
1594,46,1,(2007) (Hungary) (TV)
1595,127,1,(2005) (Germany) (TV)
1595,125,1,(2003) (USA) (TV)
1595,31,1,(2008) (Netherlands) (TV) (RTL8)
1595,46,1,(2005) (Hungary) (TV)
1596,127,1,(2005) (Germany) (TV)
1596,125,1,(2004) (USA) (TV)
1596,46,1,(2006) (Hungary) (TV)
1597,127,1,(2005) (Germany) (TV)
1597,125,1,(2003) (USA) (TV)
1597,46,1,(2005) (Hungary) (TV)
1598,127,1,(2005) (Germany) (TV)
1598,125,1,(2005) (USA) (TV)
1598,46,1,(2006) (Hungary) (TV)
1599,127,1,(2005) (Germany) (TV)
1599,125,1,(2004) (USA) (TV)
1599,46,1,(2006) (Hungary) (TV)
1600,127,1,(2006) (Germany) (TV)
1600,125,1,(2005) (USA) (TV)
1600,46,1,(2007) (Hungary) (TV)
1601,127,1,(2005) (Germany) (TV)
1601,125,1,(2004) (USA) (TV)
1601,46,1,(2006) (Hungary) (TV)
1602,127,1,(2006) (Germany) (TV)
1602,125,1,(2005) (USA) (TV)
1602,46,1,(2007) (Hungary) (TV)
1603,127,1,(2005) (Germany) (TV)
1603,125,1,(2004) (USA) (TV)
1603,46,1,(2005) (Hungary) (TV)
1604,127,1,(2005) (Germany) (TV)
1604,125,1,(2003) (USA) (TV)
1604,46,1,(2005) (Hungary) (TV)
1605,127,1,(2005) (Germany) (TV)
1605,125,1,(2004) (USA) (TV)
1605,46,1,(2006) (Hungary) (TV)
1606,127,1,(2005) (Germany) (TV)
1606,125,1,(2003) (USA) (TV)
1606,46,1,(2005) (Hungary) (TV)
1607,127,1,(2006) (Germany) (TV)
1607,125,1,(2005) (USA) (TV)
1607,46,1,(2007) (Hungary) (TV)
1607,115,1,(2006) (Ireland) (TV)
1608,127,1,(2005) (Germany) (TV)
1608,125,1,(2004) (USA) (TV)
1608,46,1,(2006) (Hungary) (TV)
1609,127,1,(2006) (Germany) (TV)
1609,125,1,(2005) (USA) (TV)
1609,46,1,(2006) (Hungary) (TV)
1610,127,1,(2006) (Germany) (TV)
1610,125,1,(2005) (USA) (TV)
1610,46,1,(2007) (Hungary) (TV)
1610,115,1,(2006) (Ireland) (TV)
1611,127,1,(2005) (Germany) (TV)
1611,125,1,(2005) (USA) (TV)
1611,46,1,(2006) (Hungary) (TV)
1612,127,1,(2005) (Germany) (TV)
1612,125,1,(2003) (USA) (TV)
1612,46,1,(2005) (Hungary) (TV)
1613,127,1,(2005) (Germany) (TV)
1613,125,1,(2004) (USA) (TV)
1613,46,1,(2006) (Hungary) (TV)
1614,127,1,(2005) (Germany) (TV)
1614,125,1,(2004) (USA) (TV)
1614,46,1,(2006) (Hungary) (TV)
1615,127,1,(2005) (Germany) (TV)
1615,125,1,(2004) (USA) (TV)
1615,46,1,(2006) (Hungary) (TV)
1616,127,1,(2005) (Germany) (TV)
1616,125,1,(2004) (USA) (TV)
1616,46,1,(2006) (Hungary) (TV)
1617,127,1,(2006) (Germany) (TV)
1617,125,1,(2005) (USA) (TV)
1617,46,1,(2007) (Hungary) (TV)
1618,127,1,(2006) (Germany) (TV)
1618,125,1,(2006) (USA) (TV)
1618,46,1,(2007) (Hungary) (TV)
1618,115,1,(2006) (Ireland) (TV)
1619,127,1,(2006) (Germany) (TV)
1619,125,1,(2005) (USA) (TV)
1619,46,1,(2007) (Hungary) (TV)
1620,127,1,(2005) (Germany) (TV)
1620,125,1,(2004) (USA) (TV)
1620,46,1,(2005) (Hungary) (TV)
1621,127,1,(2005) (Germany) (TV)
1621,125,1,(2003) (USA) (TV)
1621,46,1,(2005) (Hungary) (TV)
1622,127,1,(2005) (Germany) (TV)
1622,125,1,(2003) (USA) (TV)
1622,46,1,(2005) (Hungary) (TV)
1623,127,1,(2005) (Germany) (TV)
1623,125,1,(2003) (USA) (TV)
1623,46,1,(2005) (Hungary) (TV)
1624,127,1,(2005) (Germany) (TV)
1624,125,1,(2003) (USA) (TV)
1624,46,1,(2005) (Hungary) (TV)
1625,127,1,(2005) (Germany) (TV)
1625,125,1,(2004) (USA) (TV)
1625,46,1,(2006) (Hungary) (TV)
1626,127,1,(2005) (Germany) (TV)
1626,125,1,(2004) (USA) (TV)
1626,46,1,(2006) (Hungary) (TV)
1627,127,1,(2006) (Germany) (TV)
1627,125,1,(2005) (USA) (TV)
1627,46,1,(2007) (Hungary) (TV)
1627,115,1,(2006) (Ireland) (TV)
1628,127,1,(2006) (Germany) (TV)
1628,125,1,(2005) (USA) (TV)
1628,46,1,(2007) (Hungary) (TV)
1629,127,1,(2005) (Germany) (TV)
1629,125,1,(2003) (USA) (TV)
1629,46,1,(2005) (Hungary) (TV)
1630,127,1,(2005) (Germany) (TV)
1630,125,1,(2005) (USA) (TV)
1630,46,1,(2006) (Hungary) (TV)
1631,127,1,(2005) (Germany) (TV)
1631,125,1,(2003) (USA) (TV)
1631,46,1,(2005) (Hungary) (TV)
1632,128,1,(2012) (Denmark) (TV)
1636,129,1,(2005) (Germany) (TV)
1636,69,1,(1994) (Spain) (TV)
1637,130,1,(2011) (USA) (TV)
1643,130,1,(2012) (USA) (TV)
1656,131,1,(2008) (worldwide) (all media)
1667,132,1,(2007) (USA) (TV)
1668,27,1,(2008) (UK) (all media)
1668,133,1,(2009) (Japan) (TV)
1677,134,1,(2003) (worldwide) (TV)
1757,135,1,(2008) (USA) (TV)
1760,36,1,(2006) (Canada) (TV)
1760,46,1,(2009-) (Hungary) (TV)
1760,52,1,(2008) (USA) (DVD) (seasons 1 and 2)
1760,136,1,(2006) (USA) (TV)
1761,46,1,(2010) (Hungary) (TV)
1762,46,1,(2009) (Hungary) (TV)
1763,46,1,(2012) (Hungary) (TV)
1764,46,1,(2010) (Hungary) (TV)
1765,46,1,(2012) (Hungary) (TV)
1766,46,1,(2010) (Hungary) (TV)
1767,46,1,(2010) (Hungary) (TV)
1768,46,1,(2009) (Hungary) (TV)
1769,46,1,(2010) (Hungary) (TV)
1770,46,1,(2012) (Hungary) (TV)
1771,46,1,(2012) (Hungary) (TV)
1772,46,1,(2012) (Hungary) (TV)
1773,46,1,(2010) (Hungary) (TV)
1774,46,1,(2012) (Hungary) (TV)
1775,46,1,(2009) (Hungary) (TV)
1776,46,1,(2009) (Hungary) (TV)
1777,46,1,(2010) (Hungary) (TV)
1778,46,1,(2012) (Hungary) (TV)
1779,46,1,(2010) (Hungary) (TV)
1780,46,1,(2012) (Hungary) (TV)
1781,46,1,(2009) (Hungary) (TV)
1783,137,1,(2009) (Germany) (TV)
1784,130,1,(2010) (USA) (TV)
1851,57,1,(2013) (USA) (TV) (cable)
1852,138,1,(2009) (UK) (TV)
1853,138,1,(2009) (UK) (TV)
1857,138,1,(2009) (UK) (all media)
1858,138,1,(2009) (UK) (TV)
1865,139,1,(2011) (UK) (TV)
2006,140,1,
2016,141,1,(1993) (USA) (TV)
2017,142,1,(2010) (USA) (TV)
2018,57,1,(2004) (USA) (TV)
2019,57,1,(2004) (USA) (TV)
2020,57,1,(2004) (USA) (TV)
2021,57,1,(2004) (USA) (TV)
2025,143,1,(2009) (USA) (TV)
2025,122,1,(2011) (Hungary) (TV) (episodes 11 - 20)
2025,144,1,(2010) (Hungary) (TV) (episodes 1 - 10)
2025,145,1,"(2011) (USA) (DVD) (Season One, Volume 2)"
2025,146,1,(2011-2012) (Germany) (TV)
2026,122,1,(2011) (Hungary) (TV)
2026,145,1,(2011) (USA) (DVD)
2027,122,1,(2011) (Hungary) (TV)
2027,145,1,(2011) (USA) (DVD)
2028,122,1,(2011) (Hungary) (TV)
2028,145,1,(2011) (USA) (DVD)
2029,144,1,(2010) (Hungary) (TV)
2031,144,1,(2010) (Hungary) (TV)
2030,144,1,(2010) (Hungary) (TV)
2032,144,1,(2010) (Hungary) (TV)
2033,122,1,(2011) (Hungary) (TV)
2033,145,1,(2011) (USA) (DVD)
2034,144,1,(2010) (Hungary) (TV)
2035,122,1,(2011) (Hungary) (TV)
2035,145,1,(2011) (USA) (DVD)
2036,144,1,(2010) (Hungary) (TV)
2037,122,1,(2011) (Hungary) (TV)
2037,145,1,(2011) (USA) (DVD)
2038,144,1,(2010) (Hungary) (TV)
2039,122,1,(2011) (Hungary) (TV)
2039,145,1,(2011) (USA) (DVD)
2040,144,1,(2010) (Hungary) (TV)
2041,122,1,(2011) (Hungary) (TV)
2041,145,1,(2011) (USA) (DVD)
2042,122,1,(2011) (Hungary) (TV)
2042,145,1,(2011) (USA) (DVD)
2043,122,1,(2011) (Hungary) (TV)
2043,145,1,(2011) (USA) (DVD)
2044,144,1,(2010) (Hungary) (TV)
2045,144,1,(2010) (Hungary) (TV)
2046,147,1,(2013) (USA) (TV) (cable)
2048,148,1,(2002) (UK) (TV)
2050,27,1,(2006) (UK) (TV)
2054,27,1,(2006) (UK) (TV)
2055,149,1,(2012) (USA) (TV)
2068,130,1,(2006) (USA) (TV)
2075,21,1,(2009) (Australia) (TV)
2079,150,1,(2009-) (Hungary) (TV) (repeats)
2071,151,1,(2007) (worldwide) (TV) (Broadcaster)
2071,152,1,(2007) (worldwide) (TV)
2071,153,1,(2007) (UK) (TV)
1649,64,1,(2008) (Spain) (TV)
1759,73,1,(1952-1953) (Denmark) (TV)
1785,154,1,(2007) (Finland) (TV)
1796,154,1,(2008) (Finland) (TV)
1807,154,1,(2011) (Finland) (TV)
1818,154,1,(2009) (Finland) (TV)
1832,69,1,(2005) (Spain) (TV)
1850,155,1,(2002) (Greece) (TV)
1850,156,1,(2003) (Greece) (TV)
1897,20,1,(2010) (worldwide) (TV)
2069,154,1,(2009-2010) (Finland) (TV)
2070,157,1,(1990) (Denmark) (TV)
2255,158,1,(2010) (Switzerland) (TV)
2266,159,1,(2010) (USA) (all media)
2281,160,1,(2003) (USA) (TV) (original airing)
2281,161,1,(2003) (worldwide) (TV)
2281,162,1,
2281,163,1,(2004) (UK) (TV)
2281,164,1,(2006) (Hungary) (TV)
2281,8,1,(2007) (Netherlands) (TV)
2282,160,1,(2003) (USA) (TV)
2282,127,1,(2009) (Germany) (TV)
2282,164,1,(2006) (Hungary) (TV)
2283,160,1,(2003) (USA) (TV)
2283,127,1,(2009) (Germany) (TV)
2283,164,1,(2006) (Hungary) (TV)
2284,160,1,(2003) (USA) (TV)
2284,127,1,(2009) (Germany) (TV)
2284,164,1,(2006) (Hungary) (TV)
2285,160,1,(2003) (USA) (TV)
2285,127,1,(2009) (Germany) (TV)
2285,164,1,(2006) (Hungary) (TV)
2286,160,1,(2004) (USA) (TV)
2286,127,1,(2010) (Germany) (TV)
2286,164,1,(2006) (Hungary) (TV)
2287,160,1,(2003) (USA) (TV)
2287,127,1,(2010) (Germany) (TV)
2287,164,1,(2006) (Hungary) (TV)
2288,160,1,(2003) (USA) (TV)
2288,127,1,(2009) (Germany) (TV)
2288,164,1,(2006) (Hungary) (TV)
2289,160,1,(2004) (USA) (TV)
2289,127,1,(2010) (Germany) (TV)
2289,164,1,(2006) (Hungary) (TV)
2290,160,1,(2003) (USA) (TV)
2290,127,1,(2010) (Germany) (TV)
2290,164,1,(2006) (Hungary) (TV)
2291,160,1,(2003) (USA) (TV)
2291,127,1,(2010) (Germany) (TV)
2291,164,1,(2006) (Hungary) (TV)
2292,160,1,(2004) (USA) (TV)
2292,127,1,(2010) (Germany) (TV)
2292,164,1,(2006) (Hungary) (TV)
2293,160,1,(2003) (USA) (TV)
2293,127,1,(2010) (Germany) (TV)
2293,164,1,(2006) (Hungary) (TV)
2294,160,1,(2003) (USA) (TV)
2294,127,1,(2010) (Germany) (TV)
2294,164,1,(2006) (Hungary) (TV)
2295,160,1,(2003) (USA) (TV)
2295,127,1,(2010) (Germany) (TV)
2295,164,1,(2006) (Hungary) (TV)
2296,160,1,(2004) (USA) (TV)
2296,127,1,(2010) (Germany) (TV)
2296,164,1,(2006) (Hungary) (TV)
2297,133,1,(2010) (Japan) (TV)
2307,2,1,(2011) (Spain) (all media)
2382,165,1,(2001) (USA) (VHS)
2382,12,1,(2001) (USA) (TV) (original airing)
2416,147,1,(2013) (USA) (TV) (cable)
2417,166,1,(2011) (Philippines) (TV)
2418,166,1,(2011) (Philippines) (TV)
2419,166,1,(2011) (Philippines) (TV)
2420,166,1,(2011) (Philippines) (TV)
2421,166,1,(2011) (Philippines) (TV)
2422,166,1,(2011) (Philippines) (TV)
2423,166,1,(2011) (Philippines) (TV)
2425,166,1,(2011) (Philippines) (TV)
2426,166,1,(2011) (Philippines) (TV)
2427,166,1,(2011) (Philippines) (TV)
2428,166,1,(2011) (Philippines) (TV)
2424,166,1,(2011) (Philippines) (TV)
2436,166,1,(2011) (Philippines) (TV)
2437,166,1,(2011) (Philippines) (TV)
2438,166,1,(2011) (Philippines) (TV)
2439,166,1,(2011) (Philippines) (TV)
2440,166,1,(2011) (Philippines) (TV)
2441,166,1,(2011) (Philippines) (TV)
2442,166,1,(2011) (Philippines) (TV)
2443,166,1,(2011) (Philippines) (TV)
2444,166,1,(2011) (Philippines) (TV)
2445,166,1,(2011) (Philippines) (TV)
2446,166,1,(2011) (Philippines) (TV)
2447,166,1,(2011) (Philippines) (TV)
2448,166,1,(2011) (Philippines) (TV)
2449,166,1,(2011) (Philippines) (TV)
2451,166,1,(2011) (Philippines) (TV)
2453,166,1,(2011) (Philippines) (TV)
2454,166,1,(2011) (Philippines) (TV)
2452,166,1,(2011) (Philippines) (TV)
2455,166,1,(2011) (Philippines) (TV)
2456,166,1,(2011) (Philippines) (TV)
2457,166,1,(2011) (Philippines) (TV)
2458,166,1,(2011) (Philippines) (TV)
2459,166,1,(2011) (Philippines) (TV)
2460,166,1,(2011) (Philippines) (TV)
2461,166,1,(2011) (Philippines) (TV)
2462,166,1,(2011) (Philippines) (TV)
2463,166,1,(2011) (Philippines) (TV)
2464,166,1,(2011) (Philippines) (TV)
2465,166,1,(2011) (Philippines) (TV)
2466,166,1,(2011) (Philippines) (TV)
2467,166,1,(2011) (Philippines) (TV)
2468,166,1,(2011) (Philippines) (TV)
2429,166,1,(2011) (Philippines) (TV)
2430,166,1,(2011) (Philippines) (TV)
2431,166,1,(2011) (Philippines) (TV)
2432,166,1,(2011) (Philippines) (TV)
2433,166,1,(2011) (Philippines) (TV)
2434,166,1,(2011) (Philippines) (TV)
2435,166,1,(2011) (Philippines) (TV)
2450,166,1,(2011) (Philippines) (TV)
2469,166,1,(2011) (Philippines) (TV)
2470,166,1,(2011) (Philippines) (TV)
2471,166,1,(2011) (Philippines) (TV)
2472,166,1,(2011) (Philippines) (TV)
2474,166,1,(2011) (Philippines) (TV)
2475,166,1,(2011) (Philippines) (TV)
2476,166,1,(2011) (Philippines) (TV)
2477,166,1,(2011) (Philippines) (TV)
2473,166,1,(2011) (Philippines) (TV)
2478,166,1,(2011) (Philippines) (TV)
2483,166,1,(2011) (Philippines) (TV)
2484,166,1,(2011) (Philippines) (TV)
2479,166,1,(2011) (Philippines) (TV)
2480,166,1,(2011) (Philippines) (TV)
2481,166,1,(2011) (Philippines) (TV)
2482,166,1,(2011) (Philippines) (TV)
2485,166,1,(2011) (Philippines) (TV)
2486,166,1,(2011) (Philippines) (TV)
2487,166,1,(2011) (Philippines) (TV)
2488,166,1,(2011) (Philippines) (TV)
2489,166,1,(2011) (Philippines) (TV)
2490,166,1,(2011) (Philippines) (TV)
2491,166,1,(2011) (Philippines) (TV)
2492,166,1,(2011) (Philippines) (TV)
2493,166,1,(2011) (Philippines) (TV)
2494,166,1,(2011) (Philippines) (TV)
2495,166,1,(2011) (Philippines) (TV)
2496,166,1,(2011) (Philippines) (TV)
2497,166,1,(2011) (Philippines) (TV)
2499,166,1,(2011) (Philippines) (TV)
2498,166,1,(2011) (Philippines) (TV)
2500,166,1,(2011) (Philippines) (TV)
2501,166,1,(2011) (Philippines) (TV)
2502,166,1,(2011) (Philippines) (TV)
2503,166,1,(2011) (Philippines) (TV)
2505,166,1,(2011) (Philippines) (TV)
2506,166,1,(2011) (Philippines) (TV)
2507,166,1,(2011) (Philippines) (TV)
2508,166,1,(2011) (Philippines) (TV)
2504,166,1,(2011) (Philippines) (TV)
2509,166,1,(2011) (Philippines) (TV)
2510,166,1,(2011) (Philippines) (TV)
2511,166,1,(2011) (Philippines) (TV)
2512,166,1,(2011) (Philippines) (TV)
2513,166,1,(2011) (Philippines) (TV)
2514,166,1,(2011) (Philippines) (TV)
2515,166,1,(2011) (Philippines) (TV)
2516,166,1,(2011) (Philippines) (TV)
2517,166,1,(2011) (Philippines) (TV)
2518,166,1,(2011) (Philippines) (TV)
2519,166,1,(2011) (Philippines) (TV)
2520,166,1,(2011) (Philippines) (TV)
2521,166,1,(2011) (Philippines) (TV)
2522,166,1,(2011) (Philippines) (TV)
2525,166,1,(2011) (Philippines) (TV)
2526,166,1,(2011) (Philippines) (TV)
2527,166,1,(2011) (Philippines) (TV)
2528,166,1,(2011) (Philippines) (TV)
2529,166,1,(2011) (Philippines) (TV)
2530,166,1,(2011) (Philippines) (TV)
2531,166,1,(2011) (Philippines) (TV)
2532,166,1,(2011) (Philippines) (TV)
2533,166,1,(2011) (Philippines) (TV)
2534,166,1,(2011) (Philippines) (TV)
2535,166,1,(2011) (Philippines) (TV)
2536,166,1,(2011) (Philippines) (TV)
2537,166,1,(2011) (Philippines) (TV)
2538,166,1,(2011) (Philippines) (TV)
2539,166,1,(2011) (Philippines) (TV)
2540,166,1,(2011) (Philippines) (TV)
2523,166,1,(2011) (Philippines) (TV)
2524,166,1,(2011) (Philippines) (TV)
2541,166,1,(2011) (Philippines) (TV)
2542,166,1,(2011) (Philippines) (TV)
2543,166,1,(2011) (Philippines) (TV)
2544,166,1,(2011) (Philippines) (TV)
2545,166,1,(2011) (Philippines) (TV)
2546,166,1,(2011) (Philippines) (TV)
2547,166,1,(2011) (Philippines) (TV)
2548,166,1,(2011) (Philippines) (TV)
2549,166,1,(2011) (Philippines) (TV)
2550,166,1,(2011) (Philippines) (TV)
2551,166,1,(2011) (Philippines) (TV)
2552,166,1,(2011) (Philippines) (TV)
2553,166,1,(2011) (Philippines) (TV)
2554,166,1,(2011) (Philippines) (TV)
2555,166,1,(2011) (Philippines) (TV)
2556,166,1,(2011) (Philippines) (TV)
2557,166,1,(2011) (Philippines) (TV)
2558,102,1,(2005) (Spain) (TV)
2558,167,1,(2001-2002) (Japan) (TV)
2558,168,1,
2600,169,1,(2000) (USA) (TV)
2601,169,1,(2010) (USA) (TV)
2614,170,1,(2004) (USA) (TV)
2627,169,1,(2006) (USA) (TV)
2628,169,1,(2011) (USA) (all media)
2785,171,1,(1981) (Japan) (TV)
2814,172,1,(2011) (USA) (TV)
2820,169,1,(2003) (USA) (TV)
2821,173,1,(2008) (Japan) (TV)
2821,174,1,(2009) (Japan) (DVD)
2824,175,1,(2012) (Japan) (TV)
2833,27,1,(1992) (UK) (TV)
2834,176,1,(2004) (worldwide) (TV)
2839,137,1,(2006) (Germany) (TV)
2851,19,1,(2010) (USA) (TV)
2858,117,1,(2007) (USA) (TV)
2859,177,1,(2011) (worldwide)
2640,178,1,(2004-2006) (Sweden) (TV)
2800,179,1,(2009) (Mexico) (all media)
2804,180,1,(2002) (France) (TV)
2832,181,1,(1995) (Japan) (TV)
2861,73,1,(1997) (Denmark) (TV)
2872,73,1,
2879,182,1,(2007) (USA) (TV)
2912,183,1,(1997) (Greece) (TV)
2917,184,1,(2002-) (Germany) (TV)
2881,185,1,(2001) (Spain) (TV)
2894,108,1,(2002) (Spain) (TV)
2910,186,1,(2003) (Greece) (TV)
2914,187,1,(2002-2004) (France) (TV)
2914,188,1,(1998-2002) (France) (TV)
2918,189,1,
2918,190,1,
2924,191,1,
2931,192,1,(2010) (Hungary) (TV)
2931,57,1,(2008) (USA) (all media)
3008,192,1,(2011) (Hungary) (TV)
3008,57,1,(2011) (USA) (TV)
3032,192,1,(2011) (Hungary) (TV)
3032,57,1,(2011) (USA) (TV)
2925,98,1,(2002) (Argentina) (TV)
2925,193,1,(2003) (Hungary) (TV)
2925,194,1,(2003) (Poland) (TV)
2925,96,1,(worldwide) (all media)
2925,195,1,(2002) (Israel) (TV)
2930,32,1,(2003-) (Netherlands) (TV)
3062,196,1,(2007) (Sweden) (DVD)
3062,197,1,(1980) (Sweden) (TV)
3063,196,1,(2007) (Sweden) (DVD)
3063,197,1,(1980) (Sweden) (TV)
3064,196,1,(2007) (Sweden) (DVD)
3064,197,1,(1980) (Sweden) (TV)
3065,196,1,(2007) (Sweden) (DVD)
3065,197,1,(1980) (Sweden) (TV)
3066,196,1,(2007) (Sweden) (DVD)
3066,197,1,(1980) (Sweden) (TV)
3067,196,1,(2007) (Sweden) (DVD)
3067,197,1,(1980) (Sweden) (TV)
3068,196,1,(2007) (Sweden) (DVD)
3068,197,1,(1980) (Sweden) (TV)
3069,198,1,(2009) (USA) (TV)
3069,199,1,(2009) (USA) (TV)
3189,200,1,(1995-1996) (Portugal) (TV)
3083,201,1,(2011-2012) (Hungary) (TV) (re-release)
3083,202,1,(2006) (Turkey) (TV)
3083,203,1,(2012-2013) (Hungary) (TV) (re-release)
3083,164,1,(2011) (Hungary) (TV) (158-episode version)
3084,164,1,(2011) (Hungary) (TV)
3085,164,1,(2011) (Hungary) (TV)
3086,164,1,(2011) (Hungary) (TV)
3087,164,1,(2011) (Hungary) (TV)
3088,164,1,(2011) (Hungary) (TV)
3089,164,1,(2011) (Hungary) (TV)
3090,164,1,(2011) (Hungary) (TV)
3091,164,1,(2011) (Hungary) (TV)
3092,164,1,(2011) (Hungary) (TV)
3093,164,1,(2011) (Hungary) (TV)
3094,164,1,(2011) (Hungary) (TV)
3095,164,1,(2011) (Hungary) (TV)
3096,164,1,(2011) (Hungary) (TV)
3097,164,1,(2011) (Hungary) (TV)
3098,164,1,(2011) (Hungary) (TV)
3099,164,1,(2011) (Hungary) (TV)
3100,164,1,(2011) (Hungary) (TV)
3101,164,1,(2011) (Hungary) (TV)
3102,164,1,(2011) (Hungary) (TV)
3103,164,1,(2011) (Hungary) (TV)
3104,164,1,(2011) (Hungary) (TV)
3105,164,1,(2011) (Hungary) (TV)
3106,164,1,(2011) (Hungary) (TV)
3107,164,1,(2011) (Hungary) (TV)
3108,164,1,(2011) (Hungary) (TV)
3109,164,1,(2011) (Hungary) (TV)
3110,164,1,(2011) (Hungary) (TV)
3111,164,1,(2011) (Hungary) (TV)
3112,164,1,(2011) (Hungary) (TV)
3113,164,1,(2011) (Hungary) (TV)
3114,164,1,(2011) (Hungary) (TV)
3115,164,1,(2011) (Hungary) (TV)
3116,164,1,(2011) (Hungary) (TV)
3117,164,1,(2011) (Hungary) (TV)
3118,164,1,(2011) (Hungary) (TV)
3119,164,1,(2011) (Hungary) (TV)
3120,164,1,(2011) (Hungary) (TV)
3121,164,1,(2011) (Hungary) (TV)
3122,164,1,(2011) (Hungary) (TV)
3123,164,1,(2011) (Hungary) (TV)
3124,164,1,(2011) (Hungary) (TV)
3125,164,1,(2011) (Hungary) (TV)
3126,164,1,(2011) (Hungary) (TV)
3127,164,1,(2011) (Hungary) (TV)
3128,164,1,(2011) (Hungary) (TV)
3129,164,1,(2011) (Hungary) (TV)
3130,164,1,(2011) (Hungary) (TV)
3131,164,1,(2011) (Hungary) (TV)
3132,164,1,(2011) (Hungary) (TV)
3133,164,1,(2011) (Hungary) (TV)
3134,164,1,(2011) (Hungary) (TV)
3135,164,1,(2011) (Hungary) (TV)
3136,164,1,(2011) (Hungary) (TV)
3137,164,1,(2011) (Hungary) (TV)
3138,164,1,(2011) (Hungary) (TV)
3139,164,1,(2011) (Hungary) (TV)
3140,164,1,(2011) (Hungary) (TV)
3141,164,1,(2011) (Hungary) (TV)
3142,164,1,(2011) (Hungary) (TV)
3143,164,1,(2011) (Hungary) (TV)
3144,164,1,(2011) (Hungary) (TV)
3145,164,1,(2011) (Hungary) (TV)
3146,164,1,(2011) (Hungary) (TV)
3147,164,1,(2011) (Hungary) (TV)
3148,164,1,(2011) (Hungary) (TV)
3173,164,1,(2011) (Hungary) (TV)
3190,1,1,(2004) (USA) (TV)
3190,204,1,(200?) (Japan) (TV)
3191,205,1,(2008) (USA) (TV)
3201,160,1,
3201,161,1,
3201,206,1,(2001-2007) (Portugal) (TV)
3201,207,1,(1999-2000) (worldwide) (all media)
3201,208,1,(2008-) (Portugal) (TV)
3201,209,1,(1999-2006) (worldwide) (all media)
3268,210,1,(2010) (worldwide) (all media)
3279,211,1,(2007) (worldwide) (TV)
3279,204,1,(2007) (Japan) (TV)
3280,1,1,(2006) (worldwide) (TV)
3282,1,1,(2003) (worldwide) (TV)
3283,212,1,(2004) (UK) (TV)
3309,2,1,(2013) (worldwide) (all media)
3320,160,1,(2011) (USA) (TV)
3320,213,1,(2012) (Hungary) (TV)
3321,213,1,(2012) (Hungary) (TV)
3322,213,1,(2012) (Hungary) (TV)
3323,213,1,(2012) (Hungary) (TV)
3324,213,1,(2012) (Hungary) (TV)
3325,213,1,(2012) (Hungary) (TV)
3326,213,1,(2012) (Hungary) (TV)
3327,214,1,(2010) (UK) (TV)
3327,213,1,(2012) (Hungary) (TV)
