company_id,company_name,country_code,movie_id,color_info,languages,countries,release dates,keyword,phonetic_code
423,20th Century Fox Home Entertainment Japan,[jp],8883,Color,English,USA,02/12/2003,black-u.s.-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8883,Color,English,USA,02/12/2003,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8883,Color,English,USA,02/12/2003,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8883,Color,English,USA,02/12/2003,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8883,Color,English,USA,02/12/2003,president,P6235
423,20th Century Fox Home Entertainment Japan,[jp],8883,Color,English,USA,02/12/2003,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8883,Color,English,USA,02/12/2003,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8883,Color,English,USA,02/12/2003,u.s.-president,U2162
423,20th Century Fox Home Entertainment Japan,[jp],8884,Color,English,USA,20/04/2004,black-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8884,Color,English,USA,20/04/2004,black-u.s.-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8884,Color,English,USA,20/04/2004,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8884,Color,English,USA,20/04/2004,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8884,Color,English,USA,20/04/2004,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8884,Color,English,USA,20/04/2004,president,P6235
423,20th Century Fox Home Entertainment Japan,[jp],8884,Color,English,USA,20/04/2004,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8884,Color,English,USA,20/04/2004,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8884,Color,English,USA,20/04/2004,u.s.-president,U2162
423,20th Century Fox Home Entertainment Japan,[jp],8885,Color,English,USA,09/12/2003,black-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8885,Color,English,USA,09/12/2003,black-u.s.-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8885,Color,English,USA,09/12/2003,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8885,Color,English,USA,09/12/2003,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8885,Color,English,USA,09/12/2003,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8885,Color,English,USA,09/12/2003,president,P6235
423,20th Century Fox Home Entertainment Japan,[jp],8885,Color,English,USA,09/12/2003,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8885,Color,English,USA,09/12/2003,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8885,Color,English,USA,09/12/2003,u.s.-president,U2162
423,20th Century Fox Home Entertainment Japan,[jp],8886,Color,English,USA,27/04/2004,black-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8886,Color,English,USA,27/04/2004,black-u.s.-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8886,Color,English,USA,27/04/2004,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8886,Color,English,USA,27/04/2004,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8886,Color,English,USA,27/04/2004,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8886,Color,English,USA,27/04/2004,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8886,Color,English,USA,27/04/2004,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8887,Color,English,USA,16/12/2003,black-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8887,Color,English,USA,16/12/2003,black-u.s.-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8887,Color,English,USA,16/12/2003,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8887,Color,English,USA,16/12/2003,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8887,Color,English,USA,16/12/2003,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8887,Color,English,USA,16/12/2003,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8887,Color,English,USA,16/12/2003,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8888,Color,English,USA,04/05/2004,black-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8888,Color,English,USA,04/05/2004,black-u.s.-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8888,Color,English,USA,04/05/2004,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8888,Color,English,USA,04/05/2004,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8888,Color,English,USA,04/05/2004,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8888,Color,English,USA,04/05/2004,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8888,Color,English,USA,04/05/2004,security-guard-killed,S2632
423,20th Century Fox Home Entertainment Japan,[jp],8888,Color,English,USA,04/05/2004,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8889,Color,English,USA,06/01/2004,black-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8889,Color,English,USA,06/01/2004,black-u.s.-president,B4216
423,20th Century Fox Home Entertainment Japan,[jp],8889,Color,English,USA,06/01/2004,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8889,Color,English,USA,06/01/2004,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8889,Color,English,USA,06/01/2004,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8889,Color,English,USA,06/01/2004,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8889,Color,English,USA,06/01/2004,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8890,Color,English,USA,10/01/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8890,Color,English,USA,10/01/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8890,Color,English,USA,10/01/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8890,Color,English,USA,10/01/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8890,Color,English,USA,10/01/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8891,Color,English,USA,04/04/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8891,Color,English,USA,04/04/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8891,Color,English,USA,04/04/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8891,Color,English,USA,04/04/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8891,Color,English,USA,04/04/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8892,Color,English,USA,17/01/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8892,Color,English,USA,17/01/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8892,Color,English,USA,17/01/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8892,Color,English,USA,17/01/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8892,Color,English,USA,17/01/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8893,Color,English,USA,11/04/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8893,Color,English,USA,11/04/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8893,Color,English,USA,11/04/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8893,Color,English,USA,11/04/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8893,Color,English,USA,11/04/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8894,Color,English,USA,18/04/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8894,Color,English,USA,18/04/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8894,Color,English,USA,18/04/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8894,Color,English,USA,18/04/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8894,Color,English,USA,18/04/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8895,Color,English,USA,24/01/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8895,Color,English,USA,24/01/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8895,Color,English,USA,24/01/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8895,Color,English,USA,24/01/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8895,Color,English,USA,24/01/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8896,Color,English,USA,25/04/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8896,Color,English,USA,25/04/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8896,Color,English,USA,25/04/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8896,Color,English,USA,25/04/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8896,Color,English,USA,25/04/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8897,Color,English,USA,31/01/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8897,Color,English,USA,31/01/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8897,Color,English,USA,31/01/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8897,Color,English,USA,31/01/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8897,Color,English,USA,31/01/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8898,Color,English,USA,02/05/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8898,Color,English,USA,02/05/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8898,Color,English,USA,02/05/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8898,Color,English,USA,02/05/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8898,Color,English,USA,02/05/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8899,Color,English,USA,07/02/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8899,Color,English,USA,07/02/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8899,Color,English,USA,07/02/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8899,Color,English,USA,07/02/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8899,Color,English,USA,07/02/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8900,Color,English,USA,09/05/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8900,Color,English,USA,09/05/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8900,Color,English,USA,09/05/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8900,Color,English,USA,09/05/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8900,Color,English,USA,09/05/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8901,Color,English,USA,14/02/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8901,Color,English,USA,14/02/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8901,Color,English,USA,14/02/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8901,Color,English,USA,14/02/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8901,Color,English,USA,14/02/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8902,Color,English,USA,16/05/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8902,Color,English,USA,16/05/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8902,Color,English,USA,16/05/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8902,Color,English,USA,16/05/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8902,Color,English,USA,16/05/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8903,Color,English,USA,21/02/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8903,Color,English,USA,21/02/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8903,Color,English,USA,21/02/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8903,Color,English,USA,21/02/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8903,Color,English,USA,21/02/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8904,Color,English,USA,23/05/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8904,Color,English,USA,23/05/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8904,Color,English,USA,23/05/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8904,Color,English,USA,23/05/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8904,Color,English,USA,23/05/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8905,Color,English,USA,28/02/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8905,Color,English,USA,28/02/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8905,Color,English,USA,28/02/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8905,Color,English,USA,28/02/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8905,Color,English,USA,28/02/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8906,Color,English,USA,23/05/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8906,Color,English,USA,23/05/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8906,Color,English,USA,23/05/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8906,Color,English,USA,23/05/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8906,Color,English,USA,23/05/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8907,Color,English,USA,07/03/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8907,Color,English,USA,07/03/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8907,Color,English,USA,07/03/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8907,Color,English,USA,07/03/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8907,Color,English,USA,07/03/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8908,Color,English,USA,09/01/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8908,Color,English,USA,09/01/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8908,Color,English,USA,09/01/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8908,Color,English,USA,09/01/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8908,Color,English,USA,09/01/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8909,Color,English,USA,14/03/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8909,Color,English,USA,14/03/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8909,Color,English,USA,14/03/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8909,Color,English,USA,14/03/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8909,Color,English,USA,14/03/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8910,Color,English,USA,09/01/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8910,Color,English,USA,09/01/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8910,Color,English,USA,09/01/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8910,Color,English,USA,09/01/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8910,Color,English,USA,09/01/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8911,Color,English,USA,21/03/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8911,Color,English,USA,21/03/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8911,Color,English,USA,21/03/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8911,Color,English,USA,21/03/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8911,Color,English,USA,21/03/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8912,Color,English,USA,10/01/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8912,Color,English,USA,10/01/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8912,Color,English,USA,10/01/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8912,Color,English,USA,10/01/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8912,Color,English,USA,10/01/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8913,Color,English,USA,28/03/2005,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8913,Color,English,USA,28/03/2005,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8913,Color,English,USA,28/03/2005,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8913,Color,English,USA,28/03/2005,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8913,Color,English,USA,28/03/2005,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8914,Color,English,USA,16/01/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8914,Color,English,USA,16/01/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8914,Color,English,USA,16/01/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8914,Color,English,USA,16/01/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8914,Color,English,USA,16/01/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8915,Color,English,USA,03/04/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8915,Color,English,USA,03/04/2006,eight-year-old,E2364
423,20th Century Fox Home Entertainment Japan,[jp],8915,Color,English,USA,03/04/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8915,Color,English,USA,03/04/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8915,Color,English,USA,03/04/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8915,Color,English,USA,03/04/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8916,Color,English,USA,23/01/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8916,Color,English,USA,23/01/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8916,Color,English,USA,23/01/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8916,Color,English,USA,23/01/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8916,Color,English,USA,23/01/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8917,Color,English,USA,10/04/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8917,Color,English,USA,10/04/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8917,Color,English,USA,10/04/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8917,Color,English,USA,10/04/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8917,Color,English,USA,10/04/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8918,Color,English,USA,17/04/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8918,Color,English,USA,17/04/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8918,Color,English,USA,17/04/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8918,Color,English,USA,17/04/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8918,Color,English,USA,17/04/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8919,Color,English,USA,30/01/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8919,Color,English,USA,30/01/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8919,Color,English,USA,30/01/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8919,Color,English,USA,30/01/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8919,Color,English,USA,30/01/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8920,Color,English,USA,24/04/2006,airplane,A6145
423,20th Century Fox Home Entertainment Japan,[jp],8920,Color,English,USA,24/04/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8920,Color,English,USA,24/04/2006,first-lady,F6234
423,20th Century Fox Home Entertainment Japan,[jp],8920,Color,English,USA,24/04/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8920,Color,English,USA,24/04/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8920,Color,English,USA,24/04/2006,president,P6235
423,20th Century Fox Home Entertainment Japan,[jp],8920,Color,English,USA,24/04/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8920,Color,English,USA,24/04/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8921,Color,English,USA,06/02/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8921,Color,English,USA,06/02/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8921,Color,English,USA,06/02/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8921,Color,English,USA,06/02/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8921,Color,English,USA,06/02/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8922,Color,English,USA,01/05/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8922,Color,English,USA,01/05/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8922,Color,English,USA,01/05/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8922,Color,English,USA,01/05/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8922,Color,English,USA,01/05/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8923,Color,English,USA,13/02/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8923,Color,English,USA,13/02/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8923,Color,English,USA,13/02/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8923,Color,English,USA,13/02/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8923,Color,English,USA,13/02/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8924,Color,English,USA,08/05/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8924,Color,English,USA,08/05/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8924,Color,English,USA,08/05/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8924,Color,English,USA,08/05/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8924,Color,English,USA,08/05/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8925,Color,English,USA,20/02/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8925,Color,English,USA,20/02/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8925,Color,English,USA,20/02/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8925,Color,English,USA,20/02/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8925,Color,English,USA,20/02/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8926,Color,English,USA,15/05/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8926,Color,English,USA,15/05/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8926,Color,English,USA,15/05/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8926,Color,English,USA,15/05/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8926,Color,English,USA,15/05/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8927,Color,English,USA,27/02/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8927,Color,English,USA,27/02/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8927,Color,English,USA,27/02/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8927,Color,English,USA,27/02/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8927,Color,English,USA,27/02/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8928,Color,English,USA,22/05/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8928,Color,English,USA,22/05/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8928,Color,English,USA,22/05/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8928,Color,English,USA,22/05/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8928,Color,English,USA,22/05/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8929,Color,English,USA,06/03/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8929,Color,English,USA,06/03/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8929,Color,English,USA,06/03/2006,period-in-title,P6353
423,20th Century Fox Home Entertainment Japan,[jp],8929,Color,English,USA,06/03/2006,punctuation-in-title,P5235
423,20th Century Fox Home Entertainment Japan,[jp],8929,Color,English,USA,06/03/2006,title-ends-with-period,T3453
423,20th Century Fox Home Entertainment Japan,[jp],8930,Color,English,Canada,22/05/2006,digit-in-title,D2353
423,20th Century Fox Home Entertainment Japan,[jp],8930,Color,English,Canada,22/05/2006,number-in-title,N5165
423,20th Century Fox Home Entertainment Japan,[jp],8930,Color,English,Canada,22/05/2006,period-in-title,P6353
