id,title,kind_id,production_year,episode_nr
1723,Life Is a Beach,7,2011.0,9.0
3846,The Ghost,7,2004.0,8.0
4251,The Ace,7,1966.0,12.0
3772,The Girl in the Lay-By,7,2000.0,6.0
5241,Für Jungs verboten,7,2004.0,1.0
1805,Tintti ja Castafioren korut,7,2008.0,6.0
4158,"A Great Distance in the Wind, the Sky at Dawn: Part 14",7,2003.0,37.0
5966,Game 3,7,1987.0,
1340,(#1.13),7,2006.0,13.0
1977,(2012-05-05),7,2012.0,
196,$5 Cover,2,2009.0,
1374,(#1.4),7,2010.0,4.0
3308,(#2.7),7,2008.0,7.0
1468,(#1.11),7,2007.0,11.0
136,Cooperstown,7,2002.0,17.0
2232,"Stephanie, Karyn, Traci",7,2008.0,48.0
4986,Het uur van de waarheid,7,2006.0,17.0
3698,Back to Eden,7,1991.0,3.0
899,Quarantäne,7,1999.0,9.0
3267,You Slipped a Disk/Chow About That?,7,1997.0,1.0
1054,MiniLinden,7,2007.0,
994,(1988-09-22),7,1988.0,
2483,Bobby Can't Believe That Bart Would Rather Help Sophia Than Him,7,2011.0,112.0
374,"Black Cake, White Cake",7,2009.0,10.0
5327,Triple Play,7,2000.0,5.0
4186,"Shadow of the Moon, Sea of the Shadow: Part 10",7,2002.0,10.0
304,Enigma's End,7,1989.0,26.0
1640,Top Ten One Day Projects,7,2011.0,3.0
5420,(2010-09-26),7,2010.0,
3413,(2005-08-23),7,2005.0,
4702,A Killer Amongst Us,7,2009.0,3.0
2524,Sophia and Bart Are Forced to Team Up for an Office Project,7,2011.0,23.0
5535,1953 World Series,2,1953.0,
544,Naar de kelder,7,1997.0,9.0
2940,Bringing in the Dead,7,2008.0,5.0
1534,Wayne Morse,7,2010.0,28.0
3922,(#1.66),7,2008.0,66.0
1060,Old fashioned - Körperformen,7,2008.0,
1025,Ein Sonntag im Park,7,2008.0,
2659,Sveriges skönaste människor: Gnällbältet,7,2006.0,2.0
2750,1966 - Das Wembley-Tor,7,1999.0,10.0
4264,The Idolator,7,1965.0,4.0
4580,Nie tylko dla doroslych (odc. specjalny),7,2000.0,26.0
2349,Mamografías,7,2012.0,67.0
2204,Peeling Back the Years,7,2005.0,21.0
277,(#1.5),7,1979.0,5.0
5275,One Is the Loneliest Number,7,2011.0,1.0
1834,(#1.2),7,2005.0,2.0
4411,Trans Siberië express (Eindhoven),7,1992.0,
3044,Three Dog Night,7,2011.0,
5406,(2007-10-12),7,2007.0,
3876,(#1.102),7,2009.0,102.0
4450,(#1.2),7,2005.0,2.0
3803,(#1.11),7,,11.0
2756,1970 - Der Kniefall von Warschau,7,1999.0,2.0
2262,6,7,,6.0
5892,Game 1,7,1983.0,
4632,Pojedynek,7,1998.0,31.0
4708,The Accused,7,2009.0,2.0
5842,Game 2,7,1980.0,
2446,Anna Gets the Truth Out of Baldo,7,2011.0,134.0
414,'S ann an Ile,2,2009.0,
1763,Dances with Groceries,7,2009.0,7.0
5458,(2011-07-17),7,2011.0,
427,Liedjes uit 't Schaep Met 5 Pooten,7,1970.0,
1660,Fate,7,2008.0,3.0
2420,A False Rumor Degrades the Toy Company's Reputation,7,2011.0,30.0
3758,Sounds Together,7,1990.0,9.0
785,(2008-03-29),7,2008.0,
5296,Dance with the Devil,7,2001.0,2.0
2766,1980 - Der Streik von Danzig,7,1999.0,1.0
5630,Game 4,7,1965.0,
4595,Swiadek Incognito,7,2000.0,32.0
3143,(#2.60),7,2008.0,60.0
3250,Smoke Detectors/Lobster Tale,7,1997.0,18.0
4144,1938: Großreichspläne und Antisemitismus,7,,6.0
361,The Nicked Airmen,7,1989.0,4.0
4586,Oswiadczyny - czesc 1,7,2000.0,21.0
295,Awful Wedded Wife,7,1992.0,4.0
3569,Grandeur Nature,7,2010.0,
1476,(#1.2),7,2006.0,2.0
1199,(#1.19),7,2010.0,19.0
3187,To Hatch a Thief/The Gift of Norooz,7,2010.0,11.0
2745,1961 - Der Schock von Berlin,7,1999.0,5.0
3201,101 Dalmatians: The Series,2,1997.0,
1801,Pikku prinssi,7,2008.0,2.0
3206,Beauty Pageant Pandemonium/Hog-Tied,7,1998.0,39.0
1098,Dziwny wypadek,7,1976.0,3.0
2193,Off the Couch and Into the Scene,7,2005.0,41.0
5027,(2013-05-07),7,2013.0,
342,The British Invasion,7,1988.0,11.0
2931,1000 Ways to Die,2,2008.0,
4458,Ajuda,7,2009.0,1.0
1844,(2005-03-29),7,2005.0,
1857,Perfect Day,7,2009.0,10.0
1137,Tsubasa ni kuwareta tamashii wa aishii wagako no yume o miru?,7,2009.0,7.0
5692,1971 World Series,2,1971.0,
1369,1 nen B gumi Shinpachi Sensei,2,1980.0,
731,(#1.4),7,2008.0,4.0
2126,Everyday Hero,7,2005.0,48.0
4418,Waardevast (Alkmaar),7,1990.0,
3731,Looking Up,7,1990.0,7.0
4456,Marathon of Berlin,7,2009.0,
2395,Give Up or Fight,7,2002.0,12.0
4498,Bullseye,7,1990.0,10.0
2559,A Dog's Life,7,,12.0
2341,La caniflash,7,2011.0,18.0
4488,Murder in the Mirror,7,,
2226,Sky Hag to Sky Hottie,7,2005.0,33.0
4619,Imieniny komendanta,7,1998.0,10.0
5282,Wingman,7,2010.0,12.0
1601,Last Stop,7,2004.0,5.0
952,Phantom,7,2002.0,22.0
3343,(2000-10-09),7,2000.0,
2393,End of the Month,7,2002.0,11.0
5209,(2005-06-14),7,2005.0,
4205,Tremors,7,2008.0,3.0
5090,Duggars Chicken Out,7,2010.0,5.0
3382,(2005-05-09),7,2005.0,
4190,"Shadow of the Moon, Sea of the Shadow: Part 3",7,2002.0,3.0
5372,(#1.2),7,2009.0,2.0
2614,100 Greatest Discoveries,2,2004.0,
2207,Polishing the Prize,7,2008.0,34.0
3508,Jay-Z Album Release Party,7,2003.0,
448,Ik doe wat ik doe,7,2009.0,2.0
1891,(#3.1),7,2013.0,1.0
3213,Cupid Pup,7,1997.0,35.0
2323,Declaración,7,2012.0,51.0
3865,(2004-04-05),7,2004.0,
237,Chelsea,7,,2.0
3125,(#2.42),7,2007.0,42.0
404,'Ons Sterrenkookboek',2,2007.0,
187,South Beach,7,2005.0,21.0
5615,Game 2,7,1963.0,
4729,14 up 2000,2,2007.0,
816,+ Emprendedores mi+d,2,2010.0,
5592,Game 1,7,1960.0,
4249,Storm at Twilight,7,1965.0,11.0
4023,Suishô no shôjo,7,2009.0,2.0
971,Maboroshi no Miyako,7,2003.0,10.0
1174,Rick Hearst,7,2004.0,6.0
3167,(#3.85),7,2009.0,85.0
3716,Galileo's Dream,7,1994.0,9.0
3056,Waking Up Dead,7,2008.0,9.0
4957,(#3.14),7,2007.0,14.0
306,Feathers,7,1988.0,17.0
4502,Maggie's Special Friend,7,1990.0,4.0
5538,Game 3,7,1953.0,
2527,Sophia Falls Into Miranda's Wrath,7,2011.0,138.0
3221,Film Fatale/My Fair Chicken,7,1997.0,29.0
2269,Destitute,7,2010.0,10.0
4214,Appointment at Liege,7,1964.0,9.0
3598,Cherchez la femme,7,2005.0,20.0
4074,Especial de Doctores vs Enfermeras,7,2011.0,5.0
1949,(2011-06-11),7,2011.0,
62,The Better Father,7,2011.0,13.0
1981,(2012-06-16),7,2012.0,
3189,1001 Tardes,2,1995.0,
3957,(#1.98),7,2009.0,98.0
1702,Flowered to Fabulous,7,2010.0,8.0
5216,Du désastre de se découvrir des cousins éloignés,7,2010.0,2.0
4307,Spharktasm,7,2005.0,6.0
5551,Game 4,7,1955.0,
1914,(#1.9),7,,9.0
989,Seiya,7,2006.0,2.0
1656,10 Dates from Hell,2,2008.0,
3076,On the Throttle,7,2009.0,11.0
3391,(2005-06-01),7,2005.0,
1820,Dante Alighieri: Jumalainen näytelmä,7,2009.0,7.0
893,Der Sultan,7,1999.0,8.0
1919,(#3.14),7,,14.0
1571,Berlin-Warschau,7,2008.0,1.0
3748,Queens Park Story,7,1998.0,1.0
5338,(#1.5),7,,5.0
2013,Split Ends,7,2011.0,2.0
4656,Playing Around,7,1979.0,5.0
5641,Game 2,7,1967.0,2.0
5013,17 - o poveste despre destin,2,2008.0,
554,Rust niet voor de gruweldaad,7,1998.0,8.0
128,Big Island: Hawaii,7,2003.0,5.0
1885,(#2.4),7,2012.0,4.0
4027,11pm,2,1965.0,
5738,Game 6,7,1973.0,6.0
3281,101 Incredible Celebrity Slimdowns,2,2006.0,
5288,A Prize Possession,7,2000.0,6.0
3349,(2002-03-08),7,2002.0,
4688,(#1.8),7,2012.0,8.0
4089,Especial de Marineras Vs. Naufragos,7,2011.0,
1970,(2012-02-11),7,2012.0,
4236,Interlude,7,1964.0,10.0
328,Renewing the Vows,7,1989.0,24.0
4311,12 punts,2,2004.0,
4059,(2010-02-13),7,2010.0,
1046,Leigh Bowery and Dresscodes,7,2008.0,
4820,Highway 101,7,2005.0,13.0
5036,A Mountain of Duggars,7,2009.0,25.0
563,Verdriet is ook poëzie,7,1998.0,11.0
4981,Geen weg terug,7,2006.0,13.0
3242,Out to Launch/Prophet and Loss,7,1998.0,12.0
1568,Folge 3,7,2009.0,
3482,106 and Park Mobile Fan Club,7,2007.0,
585,Murder Mystery Weekend,7,2007.0,10.0
4070,Especial de Astrologico,7,2010.0,23.0
3581,Quelle ordure!,7,2010.0,
3741,Nomad's Land,7,1999.0,7.0
3226,Good Neighbor Cruella/Animal House Party,7,1998.0,49.0
3988,(#1.6),7,2013.0,6.0
5992,Game 1,7,1989.0,
5324,The Road to Hell,7,2000.0,15.0
3980,Vom Blitz getroffen,7,2008.0,58.0
2738,1954 - Die Bombe von Bikini,7,1999.0,10.0
3039,The Lighter Side of Death,7,2009.0,7.0
3409,(2005-07-27),7,2005.0,
2320,Copas de más,7,2011.0,5.0
2385,A Shot in the Dark,7,2001.0,7.0
5449,(2011-05-15),7,2011.0,
1760,10 Items or Less,2,2006.0,
844,(2004-09-06),7,2004.0,
4684,(#1.4),7,2012.0,4.0
3191,101 Cars You Must Drive,2,2008.0,
4511,"Welcome, Sidney",7,1990.0,8.0
3356,(2005-01-11),7,2005.0,
180,"San Juan, Puerto Rico",7,2005.0,23.0
249,Get Fit NY,7,2005.0,4.0
4033,11th IAAF World Championships in Athletics Osaka 2007,2,2007.0,
5107,Duggars in Space,7,2012.0,
3757,Slugs and Snails,7,1992.0,1.0
3958,(#1.99),7,2009.0,99.0
2415,Zero Tolerance,7,2002.0,14.0
1120,Hanbun dake no tamashii ga kanashiki mezame o yobiokosu,7,2009.0,8.0
4895,Kayla,7,2010.0,17.0
1816,Thomas Mann: Buddenbrookit,7,2011.0,4.0
2801,(#1.1),7,2009.0,1.0
1749,The Rehab Pioneer,7,2009.0,13.0
1121,Hikari aru michi no saki ni mieru mono wa...,7,2009.0,13.0
3073,Femoto,7,2009.0,10.0
4302,Problegomenon,7,2007.0,
3256,The Good-bye Chick,7,1997.0,32.0
3330,Ai ga ugoku toki,7,1991.0,4.0
2377,Trastorno social,7,2011.0,10.0
984,Kinô no koyomi,7,2006.0,8.0
1286,(#3.3),7,2011.0,3.0
3130,(#2.47),7,2008.0,47.0
1658,Call Your Dad,7,2008.0,9.0
1606,Never Go Against the Family,7,2003.0,6.0
1202,(#1.21),7,2010.0,21.0
3502,DJ Jazzy Joyce in the House,7,2006.0,
2691,1909 - Stimmrecht für Frauen!,7,1999.0,6.0
250,Greenpoint: Little Poland,7,2010.0,6.0
1000,0511 TV Lokal,2,2007.0,
1292,(#3.35),7,2012.0,35.0
1768,Health Insurance,7,2006.0,3.0
2793,Locutores vs Radiofónicos,7,2004.0,6.0
2168,I'm with the Band... Not Their Mother,7,2005.0,39.0
330,René of the Gipsies,7,1991.0,10.0
1527,Michelle Schwartz,7,2010.0,12.0
3794,Vino Expresso,7,1989.0,3.0
4309,Star Wars VII,7,2006.0,4.0
5211,1788... et demi,2,2010.0,
1430,(#1.20),7,2007.0,20.0
2355,Orgullo de hijo,7,2012.0,41.0
5454,(2011-06-19),7,2011.0,
5876,Game 3,7,1982.0,
5355,180°,2,2005.0,
2271,Past Meets Present,7,2010.0,4.0
5787,Game 1,7,1976.0,
5035,A Duggar on Her Own,7,2012.0,
5340,"Spreek, Gina",7,2008.0,4.0
4365,Hoogspanning (Leiden),7,1995.0,
2364,Rivalidad 2,7,2012.0,53.0
2528,Sophia Is Having Trouble in Pretending as a Big Time Marketing Consultant,7,2011.0,17.0
5766,Game 2,7,1975.0,
5751,Game 1,7,1974.0,
1696,Daunting Dormer,7,2010.0,2.0
3063,Dö som hundar sin kos - 1600-talet,7,1980.0,3.0
3287,(#1.11),7,2007.0,11.0
1162,Arianne Zucker,7,2004.0,7.0
3299,(#1.7),7,2007.0,7.0
4855,War Is an Ugly Thing,7,2006.0,10.0
1449,(#1.9),7,2007.0,9.0
4181,"Sea of the Wind, Shore of the Labyrinth: Part 4",7,2002.0,18.0
1043,Kultursommer - Rittergut Großgoltern,7,2008.0,
1422,(#1.13),7,2007.0,13.0
3388,(2005-05-24),7,2005.0,
5083,Duggars and Dentists,7,2009.0,17.0
1761,Amy Strikes Back,7,2008.0,6.0
451,"Je gaat te ver, Door!",7,2006.0,4.0
5948,Game 4,7,1986.0,
2261,5,7,,5.0
2387,Andromeda and the Monster,7,2001.0,9.0
2338,Halloween,7,2011.0,12.0
5982,1989 American League Championship Series,2,1989.0,
1474,(#1.18),7,,18.0
5031,38 Kids & Counting!,7,2011.0,7.0
748,(#2.8),7,2009.0,8.0
2249,Under New Management,7,2005.0,22.0
4744,(#1.4),7,2005.0,4.0
3316,Powderpuff,7,2013.0,8.0
3386,(2005-05-17),7,2005.0,
2980,Dirt Nap,7,2011.0,3.0
2047,Pilot,7,2012.0,1.0
4935,La síndrome de Wallinger,7,2003.0,7.0
1264,(#2.9),7,2010.0,9.0
4183,"Sea of the Wind, Shore of the Labyrinth: The Final Chapter",7,2002.0,20.0
2910,100% komodia,2,2003.0,
1236,(#2.20),7,2011.0,20.0
2098,All the Right Career Moves,7,2004.0,9.0
2217,Scrubs No More,7,2005.0,17.0
2904,(2002-09-07),7,2002.0,
5940,Game 4,7,1986.0,
5051,Deep Dish Duggars,7,2010.0,12.0
4265,The Jones Boys,7,1965.0,13.0
4918,Where Are They Now? 3,7,2012.0,
5520,1951 World Series,2,1951.0,
1419,(#1.10),7,2007.0,10.0
2173,Kicking Out the Old Look,7,2005.0,22.0
1829,10 kirjaa vallasta,2,2012.0,
1742,Taking Back Bedroom,7,2010.0,4.0
3857,(#1.1),7,2013.0,1.0
3451,(2011-04-20),7,2011.0,
5587,(#1.1),7,1960.0,1.0
4142,1936: Faszination und Täuschung,7,,4.0
2761,1975 - Flucht aus Saigon,7,1999.0,7.0
4323,Black Box (Beverwijk),7,1997.0,
117,(#1.3),7,2004.0,3.0
5797,1977 National League Championship Series,2,1977.0,
2029,Dance Little Sister,7,2009.0,8.0
5190,(#2.2),7,2012.0,2.0
1228,(#2.13),7,2010.0,13.0
3640,O eftyhismenos gamos tis Kaitis,7,2005.0,14.0
5867,Game 5,7,1982.0,
5305,Mr. Invisible,7,2000.0,3.0
1680,A Tiny Problem in the Kitchen,7,2011.0,13.0
4039,12 corazones,2,2003.0,
135,Cleveland,7,2004.0,25.0
1518,Karla Abea,7,2010.0,2.0
3346,(2001-09-24),7,2001.0,
1077,Ship O'Fools,7,2011.0,
1073,Schmucki-Festival,7,2011.0,
3269,"Cults, Sugar & Champagne",7,2010.0,1.0
5898,Game 1,7,1984.0,
5576,Game 5,7,1958.0,
605,Circumdecision,7,2008.0,6.0
2071,10 Years of Monkey Business,2,2007.0,
5494,1947 World Series,2,1947.0,
188,"Sun Valley, Idaho",7,2004.0,6.0
5620,Game 2,7,1964.0,
3558,Aux oiseaux,7,2011.0,
2253,"Yesenia, Jennifer, and Jerry",7,2008.0,21.0
3797,Woe to the Hunter,7,1996.0,9.0
900,Umbau,7,1998.0,4.0
5500,Game 6,7,1947.0,
214,B-Side: Eric Goetz - Film Composer,7,2010.0,
2624,Physics,7,2004.0,
3014,Mushroom Capped,7,2012.0,
4151,1945: Zusammenbruch und Kapitulation,7,,13.0
2677,Världens skönaste land - Del 1,7,2008.0,1.0
2567,Dog Day Out,7,1999.0,3.0
5112,Duggars Learn to Drive,7,2008.0,10.0
5040,And Baby Makes 18,7,2008.0,11.0
2244,Time to Face the Music,7,2008.0,46.0
4527,(2007-06-18),7,2007.0,
3953,(#1.94),7,2009.0,94.0
5020,Totul se plateste,7,2008.0,5.0
3649,Orfani mitros,7,2007.0,14.0
3119,(#2.36),7,2007.0,36.0
3533,The Producer's Week,7,2004.0,
4830,Odd Couples,7,2006.0,2.0
1318,(#4.20),7,2013.0,20.0
2376,Tragos,7,2011.0,19.0
1330,(#4.9),7,2012.0,9.0
3813,(#1.20),7,,20.0
3193,"Bond, Blowers, Buicks, Etc.",7,2008.0,
2914,100% question,2,1998.0,
1469,(#1.12),7,2007.0,12.0
3784,The Secret Arthur's Story,7,1994.0,10.0
452,Jopie,7,2010.0,4.0
4967,(#3.5),7,2007.0,5.0
4091,Especial de Moda Exotica,7,2011.0,31.0
4296,Enter the Sandmouse,7,2007.0,1.0
2317,Celos,7,2012.0,47.0
4396,Poldergeest (Westerwolde),7,1997.0,
2256,1,7,,1.0
4803,30/Love,7,2004.0,9.0
2625,The Origin and Evolution of Life,7,,
5401,(#2.7),7,2013.0,7.0
1934,(2010-10-16),7,2010.0,
3447,(2011-04-06),7,2011.0,
3107,(#1.4),7,2006.0,4.0
5913,1984 World Series,2,1984.0,
4547,Hongerwinter,7,2009.0,10.0
4815,Except It Happened Like This,7,2006.0,9.0
4349,Een zakelijke overeenkomst (Muiden),7,1995.0,
4288,12 oz. Mouse,2,2005.0,
4898,Leah,7,,8.0
4705,Boom,7,2009.0,8.0
4809,Charity of Fire,7,2006.0,14.0
3811,(#1.19),7,,19.0
1943,(2011-04-30),7,2011.0,
5347,Hotet mot kungarna,7,2009.0,1.0
5680,Game 3,7,1970.0,
2807,Dominique Strauss Kahn,7,2003.0,
4468,Gallina vella,7,2009.0,3.0
1370,1 Non Blonde,2,2010.0,
4875,Briana,7,2012.0,3.0
874,Die große Welt,7,1985.0,10.0
4915,Unseen Moments Special,7,,20.0
5434,(2011-01-09),7,2011.0,
777,(2007-03-24),7,2007.0,
3224,Frisky Business/Cadet of the Month,7,1997.0,15.0
2999,Homie-Cide,7,2011.0,38.0
4465,El concurs,7,2009.0,8.0
5975,Game 3,7,1988.0,
5270,In Sickness and in Health,7,2010.0,11.0
2919,(#1.1),7,1997.0,1.0
721,(#2.5),7,2012.0,5.0
3582,Seconde jeunesse,7,2010.0,
2604,Hour 3,7,2010.0,
4971,(#3.9),7,2007.0,9.0
1678,10 Grand in Your Hand,2,2009.0,
5533,Game 6,7,1952.0,
1562,Nepal,7,2007.0,10.0
4020,Kodoku na hokori,7,2009.0,3.0
2650,De senaste 34 årens tio punkigaste ögonblick,7,2006.0,8.0
4038,12 British Poets,2,1984.0,
1758,You Love Boy/Girl Bands,7,2008.0,1.0
4473,Operació sortida,7,2008.0,1.0
805,(2008-11-01),7,2008.0,
4134,Maracanazo del Cóndor,7,2011.0,1.0
5042,Bates vs. Duggars Smackdown,7,2008.0,6.0
3245,Robo-Rolly/Splishing and Splashing,7,1997.0,33.0
4150,1944: D-Day und Volkssturm,7,,12.0
3602,Ekptotos,7,2006.0,27.0
200,Heart and Soul,7,2009.0,8.0
4138,"12 Jahre, 3 Monate, 9 Tage - Die Jahreschronik des Dritten Reichs",2,2006.0,
2993,Gratuity Violence,7,2011.0,
4748,Dead Swan,7,2002.0,6.0
4802,15/Love,2,2004.0,
5635,Game 1,7,1966.0,
1261,(#2.6),7,2010.0,6.0
4470,M'he deixat,7,2009.0,9.0
4109,Especial telenovela Miami guest,7,2009.0,6.0
98,My Chemical Romance,7,2006.0,
4581,Niewidzialni,7,2000.0,6.0
1191,(#1.11),7,2010.0,11.0
2298,Kimi no iru mirai e,7,2010.0,6.0
3325,This is the Scariest Thing I've Ever Done,7,2011.0,3.0
4187,"Shadow of the Moon, Sea of the Shadow: Part 11",7,2002.0,11.0
3831,(#1.8),7,2011.0,8.0
835,(2004-07-27),7,2004.0,
5110,Duggars in the Zone,7,2011.0,11.0
5011,Zombies 101,7,2012.0,
5361,(#1.6),7,,6.0
3916,(#1.40),7,2008.0,40.0
4004,Sundhed,7,2010.0,5.0
4899,Life After Labor,7,,7.0
2628,100 Greatest Songs of the 00s,2,2011.0,
1521,Maria Forte,7,2010.0,9.0
1674,Our Business Is North,7,2008.0,8.0
3380,(2005-05-03),7,2005.0,
1620,These Dreams Before Me,7,2004.0,18.0
542,Mag ik even afrekenen?,7,1999.0,13.0
1493,Last Man Standing,7,2007.0,15.0
2198,Out of Hiding,7,2008.0,58.0
4837,Return of a King,7,2005.0,1.0
5461,1911 Review of the Year,2,2011.0,
4434,Out of Your League,7,2010.0,2.0
3082,Track Day,7,2009.0,1.0
5250,18 - Die beste Zeit meines Lebens,2,2010.0,
316,Leclerc Against the Wall,7,1988.0,18.0
4638,Superklej,7,1998.0,16.0
112,New York,7,2012.0,6.0
2155,Grey Skies to Blue,7,2005.0,50.0
4590,Rozstania i powroty,7,2000.0,1.0
2140,From Father to Son,7,2005.0,44.0
2889,(2001-09-28),7,2001.0,
5113,Duggars Make a Difference,7,2011.0,8.0
5732,1973 World Series,2,1973.0,
3624,Kleista parathyra,7,2007.0,21.0
3278,Where There's Smoke...,7,2010.0,9.0
3029,Sor-Dead Affair,7,2008.0,11.0
3157,(#3.75),7,2008.0,75.0
33,My AA Meeting,7,2011.0,4.0
556,Stil gezwegen...,7,2000.0,7.0
1126,Mukunaru wagakoyo hikari to nemure,7,2009.0,3.0
4709,13o anakritiko grafeio,2,1971.0,
3116,(#2.33),7,2007.0,33.0
2185,"Mirror, Mirror... On the Wall",7,2005.0,38.0
1875,(#1.4),7,2011.0,4.0
3621,Kataramenoi,7,2006.0,2.0
4266,The Loneliest Place in the World,7,1965.0,1.0
118,$40 a Day,2,2002.0,
4582,Nimfomanka - czesc 1,7,2000.0,23.0
2459,Anna Must Stop Brandon from Doing Horrible Things,7,2011.0,5.0
5131,Duggars Shoot for the Sky,7,2011.0,1.0
792,(2008-05-24),7,2008.0,
700,"Aqui Se Faz, Aqui Se Paga",7,2012.0,10.0
1753,This Old House,7,2010.0,2.0
3711,E9 6C,7,1997.0,3.0
161,Nantucket,7,2005.0,14.0
4207,(2011-06-03),7,2011.0,
665,The Italian Affair,7,2007.0,16.0
4917,Where Are They Now?,7,2011.0,22.0
475,Alleen voor honden,7,1999.0,12.0
4213,Angel Babe,7,1966.0,24.0
5476,Odwrót,7,2011.0,8.0
1988,(2012-08-04),7,2012.0,
2533,Sophia Makes August Realize That Emulating Anna Won't Do Her Any Good,7,2011.0,60.0
2343,La foto,7,2012.0,61.0
4383,"Naar bed, naar bed (Delft)",7,1993.0,
74,"Jenn & Anthony (Commack, NY)",7,2010.0,7.0
2714,1936 - Der schöne Schein,7,1999.0,4.0
1343,(#1.16),7,2006.0,16.0
1987,(2012-07-28),7,2012.0,
5411,(2005-10-29),7,2005.0,
142,"Florence, Italy",7,2002.0,18.0
1161,Anthony Geary,7,2005.0,4.0
1066,Pressekonferenz Schauspielhaus,7,2011.0,
2194,Officer Hottie,7,2008.0,56.0
5646,Game 7,7,1967.0,7.0
2258,2,7,,2.0
998,(1993-11-08),7,1993.0,
4445,120 Minutes,2,1986.0,
3776,The Last Haircut,7,1989.0,10.0
5815,Game 3,7,1978.0,
972,Sekai no owari,7,2003.0,11.0
1079,State of Perfection,7,2009.0,
868,(#1.8),7,1971.0,8.0
4681,(#1.1),7,2012.0,1.0
2147,From Scrubs to Stilettos,7,2008.0,52.0
5618,1964 World Series,2,1964.0,
1421,(#1.12),7,2007.0,12.0
1508,Gregg Whitney,7,2010.0,33.0
4245,"Show Me a Hero, I'll Show You a Bum",7,1965.0,7.0
382,Everything in Its Right Place,7,2009.0,1.0
3516,Mike Jones in the House,7,2007.0,
5264,Goy Story,7,2010.0,6.0
768,(2005-10-29),7,2005.0,
2916,Spéciale Tintin,7,2001.0,
5111,Duggars Jump for Joy,7,2009.0,23.0
713,(#1.3),7,2010.0,3.0
4305,Rooster,7,2005.0,3.0
5658,Game 3,7,1969.0,
20,Until the World Dies,7,2012.0,9.0
5664,Game 1,7,1969.0,
311,Forged Francs & Fishsellers,7,1988.0,15.0
2143,From Hard Hat to Hottie,7,2008.0,41.0
5941,Game 5,7,1986.0,
3483,106 and Park Mother's Day,7,2007.0,
21,What Happened to My Heart?,7,2012.0,6.0
3970,Heiko der Held,7,2008.0,44.0
5911,(#1.2),7,1984.0,2.0
857,(#1.4),7,2007.0,4.0
206,My Achey Sticky Icky,7,2009.0,12.0
2082,"30 Years Later, 10 Years Younger",7,2004.0,1.0
3035,That's 'Mister Death' to You,7,2008.0,9.0
2570,Dog Years,7,,8.0
3032,Stupid Is as Death Does,7,2008.0,8.0
5762,Game 2,7,1975.0,
3171,(#3.89),7,2009.0,89.0
1074,Schnarch-Museum in Alfeld,7,2008.0,
3563,"Dolbeau, Togo",7,2010.0,
4387,Oma's kind (Emmeloord),7,1990.0,
1219,(#1.5),7,2009.0,5.0
4984,Het jasje,7,2006.0,8.0
4535,(2011-09-07),7,2011.0,
4489,Never Steal a Warlock's Wife,7,,
2183,"Melissa, Thamara, and Laura",7,2008.0,42.0
5648,Game 1,7,1968.0,
4299,Meat Warrior,7,2006.0,7.0
2671,Världens roligaste ögonblick 40-31,7,2005.0,7.0
4092,Especial de Moda Prefercia muchas Curvas,7,2011.0,32.0
402,Why's It So Hot?,7,2010.0,2.0
2765,1979 - Die Macht des Ayatollah,7,1999.0,11.0
2576,Fur Better or Worse,7,2000.0,19.0
659,The Colleague,7,2007.0,14.0
1298,(#3.40),7,2012.0,40.0
369,Up the Crick Without a Piddle,7,1991.0,4.0
3049,Tow Schmuck,7,2012.0,
1415,(#1.8),7,2012.0,8.0
1200,(#1.2),7,2009.0,2.0
863,(#1.3),7,1971.0,3.0
4478,Sospites,7,2009.0,4.0
4030,UFO tokuhô: Beigun shireikan to uchûjin ga kaiken!? Mokugekisha kûgun heishi ga rainichi bakudan shôgen!,7,1984.0,
1373,(#1.3),7,2010.0,3.0
3944,(#1.86),7,2008.0,86.0
3341,Unmei no omiai,7,1991.0,1.0
5893,Game 2,7,1983.0,
4260,The Hollow Man,7,1966.0,26.0
5843,Game 3,7,1980.0,
4601,W starym kinie,7,2000.0,29.0
1083,The Winner of Fireworks,7,2009.0,
1275,(#3.19),7,2012.0,19.0
2119,Crystal Clear,7,2005.0,23.0
1095,Bilet do Frankfurtu,7,1984.0,4.0
2984,Enter the Ferret,7,2012.0,1.0
3102,(#1.26),7,2007.0,26.0
4243,R/X for a Sick Bird,7,1965.0,2.0
5631,Game 5,7,1965.0,
3436,(2009-10-27),7,2009.0,
2873,(#1.4),7,,4.0
5234,Die gestochene Sau,7,2007.0,10.0
5471,Thomas McDonagh,7,2010.0,4.0
3145,(#2.62),7,2008.0,62.0
2031,Don't Give Up,7,2009.0,5.0
898,Prinz,7,1998.0,6.0
5453,(2011-06-12),7,2011.0,
2437,Anna Confronts Her Mom about Their Past,7,2011.0,122.0
4946,Una casa per la vida,7,2003.0,10.0
5194,17,2,2005.0,
4821,Justin Time,7,2005.0,22.0
667,The New Neighbors,7,2010.0,20.0
4073,Especial de circo,7,2009.0,124.0
945,Epitaph,7,2002.0,9.0
4440,12 stulev,2,1977.0,
5835,Game 5,7,1980.0,
806,(2008-11-15),7,2008.0,
1156,Spéciale collégiens,7,2007.0,4.0
4146,1940: Blitzkriege und Luftschlacht um England,7,,8.0
3305,(#2.4),7,2008.0,4.0
3875,(#1.101),7,2009.0,101.0
1509,Ivory Kalber,7,2010.0,26.0
