company_id,company_name,country_code,movie_id,color_info,languages,countries,release dates
74,AT-X,jp,907,Color,Japanese,Japan,05/04/2006
75,Bandai America,us,907,Color,Japanese,Japan,05/04/2006
76,Bandai Entertainment,us,907,Color,Japanese,Japan,05/04/2006
77,Bandai Visual Company,jp,907,Color,Japanese,Japan,05/04/2006
78,Cartoon Network,us,907,Color,Japanese,Japan,05/04/2006
79,TV Aichi,jp,907,Color,Japanese,Japan,05/04/2006
80,TV Osaka,jp,907,Color,Japanese,Japan,05/04/2006
81,TV Setouchi,jp,907,Color,Japanese,Japan,05/04/2006
82,TV Tokyo,jp,907,Color,Japanese,Japan,05/04/2006
74,AT-X,jp,908,Color,Japanese,Japan,06/09/2006
78,Cartoon Network,us,908,Color,Japanese,Japan,06/09/2006
79,TV Aichi,jp,908,Color,Japanese,Japan,06/09/2006
80,TV Osaka,jp,908,Color,Japanese,Japan,06/09/2006
81,TV Setouchi,jp,908,Color,Japanese,Japan,06/09/2006
82,TV Tokyo,jp,908,Color,Japanese,Japan,06/09/2006
74,AT-X,jp,909,Color,Japanese,Japan,21/06/2006
78,Cartoon Network,us,909,Color,Japanese,Japan,21/06/2006
74,AT-X,jp,910,Color,Japanese,Japan,10/05/2006
78,Cartoon Network,us,910,Color,Japanese,Japan,10/05/2006
79,TV Aichi,jp,910,Color,Japanese,Japan,10/05/2006
80,TV Osaka,jp,910,Color,Japanese,Japan,10/05/2006
81,TV Setouchi,jp,910,Color,Japanese,Japan,10/05/2006
82,TV Tokyo,jp,910,Color,Japanese,Japan,10/05/2006
74,AT-X,jp,911,Color,Japanese,Japan,20/09/2006
78,Cartoon Network,us,911,Color,Japanese,Japan,20/09/2006
79,TV Aichi,jp,911,Color,Japanese,Japan,20/09/2006
80,TV Osaka,jp,911,Color,Japanese,Japan,20/09/2006
81,TV Setouchi,jp,911,Color,Japanese,Japan,20/09/2006
82,TV Tokyo,jp,911,Color,Japanese,Japan,20/09/2006
74,AT-X,jp,912,Color,Japanese,Japan,30/08/2006
78,Cartoon Network,us,912,Color,Japanese,Japan,30/08/2006
74,AT-X,jp,913,Color,Japanese,Japan,27/09/2006
78,Cartoon Network,us,913,Color,Japanese,Japan,27/09/2006
79,TV Aichi,jp,913,Color,Japanese,Japan,27/09/2006
80,TV Osaka,jp,913,Color,Japanese,Japan,27/09/2006
81,TV Setouchi,jp,913,Color,Japanese,Japan,27/09/2006
82,TV Tokyo,jp,913,Color,Japanese,Japan,27/09/2006
74,AT-X,jp,914,Color,Japanese,Japan,14/06/2006
78,Cartoon Network,us,914,Color,Japanese,Japan,14/06/2006
74,AT-X,jp,915,Color,Japanese,Japan,03/05/2006
78,Cartoon Network,us,915,Color,Japanese,Japan,03/05/2006
79,TV Aichi,jp,915,Color,Japanese,Japan,03/05/2006
80,TV Osaka,jp,915,Color,Japanese,Japan,03/05/2006
81,TV Setouchi,jp,915,Color,Japanese,Japan,03/05/2006
82,TV Tokyo,jp,915,Color,Japanese,Japan,03/05/2006
74,AT-X,jp,916,Color,Japanese,Japan,26/04/2006
78,Cartoon Network,us,916,Color,Japanese,Japan,26/04/2006
79,TV Aichi,jp,916,Color,Japanese,Japan,26/04/2006
80,TV Osaka,jp,916,Color,Japanese,Japan,26/04/2006
81,TV Setouchi,jp,916,Color,Japanese,Japan,26/04/2006
82,TV Tokyo,jp,916,Color,Japanese,Japan,26/04/2006
74,AT-X,jp,917,Color,Japanese,Japan,17/05/2006
78,Cartoon Network,us,917,Color,Japanese,Japan,17/05/2006
79,TV Aichi,jp,917,Color,Japanese,Japan,17/05/2006
80,TV Osaka,jp,917,Color,Japanese,Japan,17/05/2006
81,TV Setouchi,jp,917,Color,Japanese,Japan,17/05/2006
82,TV Tokyo,jp,917,Color,Japanese,Japan,17/05/2006
74,AT-X,jp,918,Color,Japanese,Japan,19/04/2006
78,Cartoon Network,us,918,Color,Japanese,Japan,19/04/2006
79,TV Aichi,jp,918,Color,Japanese,Japan,19/04/2006
80,TV Osaka,jp,918,Color,Japanese,Japan,19/04/2006
81,TV Setouchi,jp,918,Color,Japanese,Japan,19/04/2006
82,TV Tokyo,jp,918,Color,Japanese,Japan,19/04/2006
74,AT-X,jp,919,Color,Japanese,Japan,09/08/2006
78,Cartoon Network,us,919,Color,Japanese,Japan,09/08/2006
74,AT-X,jp,920,Color,Japanese,Japan,31/05/2006
78,Cartoon Network,us,920,Color,Japanese,Japan,31/05/2006
74,AT-X,jp,921,Color,Japanese,Japan,07/06/2006
78,Cartoon Network,us,921,Color,Japanese,Japan,07/06/2006
74,AT-X,jp,922,Color,Japanese,Japan,12/07/2006
78,Cartoon Network,us,922,Color,Japanese,Japan,12/07/2006
74,AT-X,jp,923,Color,Japanese,Japan,26/07/2006
78,Cartoon Network,us,923,Color,Japanese,Japan,26/07/2006
74,AT-X,jp,924,Color,Japanese,Japan,23/08/2006
78,Cartoon Network,us,924,Color,Japanese,Japan,23/08/2006
74,AT-X,jp,925,Color,Japanese,Japan,19/07/2006
78,Cartoon Network,us,925,Color,Japanese,Japan,19/07/2006
74,AT-X,jp,926,Color,Japanese,Japan,24/05/2006
78,Cartoon Network,us,926,Color,Japanese,Japan,24/05/2006
79,TV Aichi,jp,926,Color,Japanese,Japan,24/05/2006
80,TV Osaka,jp,926,Color,Japanese,Japan,24/05/2006
81,TV Setouchi,jp,926,Color,Japanese,Japan,24/05/2006
82,TV Tokyo,jp,926,Color,Japanese,Japan,24/05/2006
74,AT-X,jp,927,Color,Japanese,Japan,28/06/2006
78,Cartoon Network,us,927,Color,Japanese,Japan,28/06/2006
74,AT-X,jp,928,Color,Japanese,Japan,13/09/2006
78,Cartoon Network,us,928,Color,Japanese,Japan,13/09/2006
79,TV Aichi,jp,928,Color,Japanese,Japan,13/09/2006
80,TV Osaka,jp,928,Color,Japanese,Japan,13/09/2006
81,TV Setouchi,jp,928,Color,Japanese,Japan,13/09/2006
82,TV Tokyo,jp,928,Color,Japanese,Japan,13/09/2006
74,AT-X,jp,929,Color,Japanese,Japan,27/09/2006
78,Cartoon Network,us,929,Color,Japanese,Japan,27/09/2006
79,TV Aichi,jp,929,Color,Japanese,Japan,27/09/2006
80,TV Osaka,jp,929,Color,Japanese,Japan,27/09/2006
81,TV Setouchi,jp,929,Color,Japanese,Japan,27/09/2006
82,TV Tokyo,jp,929,Color,Japanese,Japan,27/09/2006
74,AT-X,jp,930,Color,Japanese,Japan,12/04/2006
78,Cartoon Network,us,930,Color,Japanese,Japan,12/04/2006
79,TV Aichi,jp,930,Color,Japanese,Japan,12/04/2006
80,TV Osaka,jp,930,Color,Japanese,Japan,12/04/2006
81,TV Setouchi,jp,930,Color,Japanese,Japan,12/04/2006
82,TV Tokyo,jp,930,Color,Japanese,Japan,12/04/2006
74,AT-X,jp,931,Color,Japanese,Japan,05/07/2006
78,Cartoon Network,us,931,Color,Japanese,Japan,05/07/2006
74,AT-X,jp,932,Color,Japanese,Japan,16/08/2006
78,Cartoon Network,us,932,Color,Japanese,Japan,16/08/2006
74,AT-X,jp,933,Color,Japanese,Japan,05/04/2006
78,Cartoon Network,us,933,Color,Japanese,Japan,05/04/2006
79,TV Aichi,jp,933,Color,Japanese,Japan,05/04/2006
80,TV Osaka,jp,933,Color,Japanese,Japan,05/04/2006
81,TV Setouchi,jp,933,Color,Japanese,Japan,05/04/2006
82,TV Tokyo,jp,933,Color,Japanese,Japan,05/04/2006
83,Atari Ibérica S.A.,es,934,Black and White,English,Japan,05/04/2002
76,Bandai Entertainment,us,934,Black and White,English,Japan,05/04/2002
77,Bandai Visual Company,jp,934,Black and White,English,Japan,05/04/2002
78,Cartoon Network,us,934,Black and White,English,Japan,05/04/2002
84,YTV,ca,934,Black and White,English,Japan,05/04/2002
76,Bandai Entertainment,us,935,Color,Japanese,Japan,01/05/2002
77,Bandai Visual Company,jp,935,Color,Japanese,Japan,01/05/2002
78,Cartoon Network,us,935,Color,Japanese,Japan,01/05/2002
82,TV Tokyo,jp,935,Color,Japanese,Japan,01/05/2002
84,YTV,ca,935,Color,Japanese,Japan,01/05/2002
76,Bandai Entertainment,us,938,Color,Japanese,Japan,05/06/2002
77,Bandai Visual Company,jp,938,Color,Japanese,Japan,05/06/2002
78,Cartoon Network,us,938,Color,Japanese,Japan,05/06/2002
82,TV Tokyo,jp,938,Color,Japanese,Japan,05/06/2002
84,YTV,ca,938,Color,Japanese,Japan,05/06/2002
76,Bandai Entertainment,us,943,Color,Japanese,Japan,08/05/2002
77,Bandai Visual Company,jp,943,Color,Japanese,Japan,08/05/2002
78,Cartoon Network,us,943,Color,Japanese,Japan,08/05/2002
82,TV Tokyo,jp,943,Color,Japanese,Japan,08/05/2002
84,YTV,ca,943,Color,Japanese,Japan,08/05/2002
76,Bandai Entertainment,us,944,Color,Japanese,Japan,19/06/2002
77,Bandai Visual Company,jp,944,Color,Japanese,Japan,19/06/2002
78,Cartoon Network,us,944,Color,Japanese,Japan,19/06/2002
82,TV Tokyo,jp,944,Color,Japanese,Japan,19/06/2002
84,YTV,ca,944,Color,Japanese,Japan,19/06/2002
76,Bandai Entertainment,us,945,Color,Japanese,Japan,29/05/2002
77,Bandai Visual Company,jp,945,Color,Japanese,Japan,29/05/2002
78,Cartoon Network,us,945,Color,Japanese,Japan,29/05/2002
82,TV Tokyo,jp,945,Color,Japanese,Japan,29/05/2002
84,YTV,ca,945,Color,Japanese,Japan,29/05/2002
76,Bandai Entertainment,us,947,Color,Japanese,Japan,17/04/2002
77,Bandai Visual Company,jp,947,Color,Japanese,Japan,17/04/2002
78,Cartoon Network,us,947,Color,Japanese,Japan,17/04/2002
82,TV Tokyo,jp,947,Color,Japanese,Japan,17/04/2002
84,YTV,ca,947,Color,Japanese,Japan,17/04/2002
76,Bandai Entertainment,us,948,Color,Japanese,Japan,10/04/2002
77,Bandai Visual Company,jp,948,Color,Japanese,Japan,10/04/2002
78,Cartoon Network,us,948,Color,Japanese,Japan,10/04/2002
82,TV Tokyo,jp,948,Color,Japanese,Japan,10/04/2002
84,YTV,ca,948,Color,Japanese,Japan,10/04/2002
76,Bandai Entertainment,us,949,Unkown,English,Japan,13/09/2002
77,Bandai Visual Company,jp,949,Unkown,English,Japan,13/09/2002
76,Bandai Entertainment,us,951,Color,Japanese,Japan,12/06/2002
77,Bandai Visual Company,jp,951,Color,Japanese,Japan,12/06/2002
78,Cartoon Network,us,951,Color,Japanese,Japan,12/06/2002
82,TV Tokyo,jp,951,Color,Japanese,Japan,12/06/2002
84,YTV,ca,951,Color,Japanese,Japan,12/06/2002
76,Bandai Entertainment,us,953,Color,Japanese,Japan,22/05/2002
77,Bandai Visual Company,jp,953,Color,Japanese,Japan,22/05/2002
78,Cartoon Network,us,953,Color,Japanese,Japan,22/05/2002
82,TV Tokyo,jp,953,Color,Japanese,Japan,22/05/2002
84,YTV,ca,953,Color,Japanese,Japan,22/05/2002
76,Bandai Entertainment,us,954,Color,Japanese,Japan,15/05/2002
77,Bandai Visual Company,jp,954,Color,Japanese,Japan,15/05/2002
78,Cartoon Network,us,954,Color,Japanese,Japan,15/05/2002
82,TV Tokyo,jp,954,Color,Japanese,Japan,15/05/2002
84,YTV,ca,954,Color,Japanese,Japan,15/05/2002
83,Atari Ibérica S.A.,es,956,Color,Japanese,Japan,25/09/2002
76,Bandai Entertainment,us,956,Color,Japanese,Japan,25/09/2002
77,Bandai Visual Company,jp,956,Color,Japanese,Japan,25/09/2002
78,Cartoon Network,us,956,Color,Japanese,Japan,25/09/2002
84,YTV,ca,956,Color,Japanese,Japan,25/09/2002
76,Bandai Entertainment,us,957,Color,Japanese,Japan,03/04/2002
77,Bandai Visual Company,jp,957,Color,Japanese,Japan,03/04/2002
78,Cartoon Network,us,957,Color,Japanese,Japan,03/04/2002
82,TV Tokyo,jp,957,Color,Japanese,Japan,03/04/2002
84,YTV,ca,957,Color,Japanese,Japan,03/04/2002
76,Bandai Entertainment,us,961,Unkown,English,Japan,13/09/2003
77,Bandai Visual Company,jp,961,Unkown,English,Japan,13/09/2003
76,Bandai Entertainment,us,962,Color,Japanese,Japan,24/04/2002
77,Bandai Visual Company,jp,962,Color,Japanese,Japan,24/04/2002
78,Cartoon Network,us,962,Color,Japanese,Japan,24/04/2002
82,TV Tokyo,jp,962,Color,Japanese,Japan,24/04/2002
84,YTV,ca,962,Color,Japanese,Japan,24/04/2002
85,Bandai Entertainment Inc.,jp,963,Color,English,USA,25/05/2004
82,TV Tokyo,jp,963,Color,English,USA,25/05/2004
86,STV,,976,Color,English,UK,31/12/2010
87,Showbox Home Entertainment,gb,977,Color,English,Unkown,01/01/1800
88,The Adult Channel,gb,977,Color,English,Unkown,01/01/1800
69,Televisión Española (TVE),es,978,Color,Spanish,Spain,10/09/1979
89,ADV Films,us,979,Color,Japanese,Japan,05/10/2006
90,BS-i,jp,979,Color,Japanese,Japan,05/10/2006
91,FUNimation Entertainment,us,979,Color,Japanese,Japan,05/10/2006
92,Tokyo Broadcasting System (TBS),jp,979,Color,Japanese,Japan,05/10/2006
93,Independent Television (ITV),gb,993,Color,English,UK,22/10/1987
94,Premiere,de,996,Color,German,Unkown,01/01/1800
95,Chiba TV,jp,1114,Color,Japanese,Japan,06/04/2009
96,Telefé International,ar,1141,Color,Spanish,Argentina,04/12/2005
97,Televisión Federal (Telefe),ar,1141,Color,Spanish,Argentina,04/12/2005
98,Canal 13,ar,1144,Color,Spanish,Argentina,08/04/2002
96,Telefé International,ar,1144,Color,Spanish,Argentina,08/04/2002
99,Viva Platina,il,1144,Color,Spanish,Argentina,08/04/2002
100,ET-3,gr,1146,Color,Greek,Greece,15/10/2012
101,SoapNet,us,1158,Color,English,USA,04/09/2004
102,Cuatro,es,1179,Color,Spanish,Spain,09/11/2005
103,Avanti Ciné Vidéo Inc.,ca,1181,Color,Turkish,Turkey,04/01/2012
104,ZDFtheaterkanal,de,1182,Color,German,Unkown,01/01/1800
105,WEHO Public Access 36,us,1187,Color,English,Unkown,01/01/1800
5,Canadian Television (CTV),ca,1188,Color,English,Canada,13/10/2009
106,Logo,us,1188,Color,English,Canada,13/10/2009
16,Music Television (MTV),us,1335,Color,English,UK,02/04/2006
27,British Broadcasting Corporation (BBC),gb,1370,Color,English,UK,22/09/2010
107,Kitanihon Broadcasting Co. (KNB),jp,1147,Color,Japanese,Japan,02/04/2007
108,Antena 3 Televisión,es,1148,Color,Spanish,Spain,23/12/2006
109,TF1,fr,1149,Color,French,France,08/01/2007
110,Télévision Française 1 (TF1),fr,1149,Color,French,France,08/01/2007
111,Canale 5,it,1157,Color,Italian,Italy,07/05/2007
112,Talpa,nl,1352,Color,Dutch,Unkown,01/01/1800
113,Tien,nl,1352,Color,Dutch,Unkown,01/01/1800
92,Tokyo Broadcasting System (TBS),jp,1369,Color,Japanese,Japan,04/04/1980
114,Nippon Television Network Corporation (NTV),jp,1379,Color,Japanese,Japan,13/01/2008
64,Televisió de Catalunya (TV3),es,1389,Color,Catalan,Spain,26/03/2008
73,Danmarks Radio (DR),dk,1396,Black and White,Danish,Denmark,06/10/1969
115,Radio Telefís Éireann (RTÉ),ie,1400,Color,English,Ireland,23/07/2006
116,Evangelische Omroep (EO),nl,1401,Color,Dutch,Netherlands,03/09/2012
63,Verenigde Arbeiders Radio Amateurs (VARA),nl,1401,Color,Dutch,Netherlands,03/09/2012
7,Nine Network Australia,au,1417,Color,English,Australia,29/01/2007
19,National Broadcasting Company (NBC),us,1465,Color,English,Unkown,01/01/1800
19,National Broadcasting Company (NBC),us,1469,Color,English,USA,19/01/2007
19,National Broadcasting Company (NBC),us,1470,Color,English,USA,26/01/2007
19,National Broadcasting Company (NBC),us,1476,Color,English,USA,20/10/2006
19,National Broadcasting Company (NBC),us,1478,Color,English,USA,27/10/2006
19,National Broadcasting Company (NBC),us,1479,Color,English,USA,03/11/2006
19,National Broadcasting Company (NBC),us,1483,Color,English,USA,15/12/2006
19,National Broadcasting Company (NBC),us,1485,Color,English,USA,04/01/2008
19,National Broadcasting Company (NBC),us,1489,Color,English,USA,13/09/2007
19,National Broadcasting Company (NBC),us,1493,Color,English,USA,09/02/2007
117,Game Show Network (GSN),us,1494,Color,English,Unkown,01/01/1800
118,MBC-TV Korea,kr,1535,Color,Korean,South Korea,06/07/2003
119,Radiotelevisão Portuguesa (RTP),pt,1536,Color,Portuguese,Portugal,13/09/1981
19,National Broadcasting Company (NBC),us,1547,Black and White,English,USA,08/10/1961
19,National Broadcasting Company (NBC),us,1548,Unkown,English,USA,27/05/1962
119,Radiotelevisão Portuguesa (RTP),pt,1549,Color,Portuguese,Portugal,13/09/1985
97,Televisión Federal (Telefe),ar,1550,Color,Spanish,Argentina,29/11/1999
120,Travel Channel,us,1551,Color,English,USA,29/03/2007
120,Travel Channel,us,1557,Unkown,English,USA,26/04/2007
120,Travel Channel,us,1561,Unkown,English,USA,31/05/2007
120,Travel Channel,us,1564,Unkown,English,USA,27/04/2007
121,ZDF / 3sat,de,1565,Color,German,Germany,14/02/2009
121,ZDF / 3sat,de,1570,Color,English,Austria,03/03/2008
122,AXN,hu,1576,Color,English,USA,02/08/2003
123,Alibi,gb,1576,Color,English,USA,02/08/2003
124,BS Fuji,jp,1576,Color,English,USA,02/08/2003
125,Lifetime Television,us,1576,Color,English,USA,02/08/2003
126,Lions Gate Television,ca,1576,Color,English,USA,02/08/2003
31,RTL Entertainment,nl,1576,Color,English,USA,02/08/2003
46,RTL Klub Televízió,hu,1576,Color,English,USA,02/08/2003
53,TV3,ee,1576,Color,English,USA,02/08/2003
127,Kabel 1,de,1577,Color,English,USA,18/10/2003
125,Lifetime Television,us,1577,Color,English,USA,18/10/2003
46,RTL Klub Televízió,hu,1577,Color,English,USA,18/10/2003
127,Kabel 1,de,1578,Color,English,USA,02/10/2005
125,Lifetime Television,us,1578,Color,English,USA,02/10/2005
46,RTL Klub Televízió,hu,1578,Color,English,USA,02/10/2005
127,Kabel 1,de,1579,Color,English,USA,21/08/2005
125,Lifetime Television,us,1579,Color,English,USA,21/08/2005
46,RTL Klub Televízió,hu,1579,Color,English,USA,21/08/2005
127,Kabel 1,de,1580,Color,English,USA,17/07/2005
125,Lifetime Television,us,1580,Color,English,USA,17/07/2005
46,RTL Klub Televízió,hu,1580,Color,English,USA,17/07/2005
127,Kabel 1,de,1581,Color,English,USA,12/06/2005
125,Lifetime Television,us,1581,Color,English,USA,12/06/2005
46,RTL Klub Televízió,hu,1581,Color,English,USA,12/06/2005
127,Kabel 1,de,1582,Color,English,USA,19/06/2005
125,Lifetime Television,us,1582,Color,English,USA,19/06/2005
46,RTL Klub Televízió,hu,1582,Color,English,USA,19/06/2005
127,Kabel 1,de,1583,Color,English,USA,06/12/2003
125,Lifetime Television,us,1583,Color,English,USA,06/12/2003
46,RTL Klub Televízió,hu,1583,Color,English,USA,06/12/2003
127,Kabel 1,de,1584,Color,English,USA,18/09/2004
125,Lifetime Television,us,1584,Color,English,USA,18/09/2004
46,RTL Klub Televízió,hu,1584,Color,English,USA,18/09/2004
127,Kabel 1,de,1585,Color,English,USA,15/01/2006
125,Lifetime Television,us,1585,Color,English,USA,15/01/2006
46,RTL Klub Televízió,hu,1585,Color,English,USA,15/01/2006
127,Kabel 1,de,1586,Color,English,USA,30/10/2004
125,Lifetime Television,us,1586,Color,English,USA,30/10/2004
46,RTL Klub Televízió,hu,1586,Color,English,USA,30/10/2004
127,Kabel 1,de,1587,Color,English,USA,01/11/2003
125,Lifetime Television,us,1587,Color,English,USA,01/11/2003
46,RTL Klub Televízió,hu,1587,Color,English,USA,01/11/2003
127,Kabel 1,de,1588,Color,English,USA,10/01/2004
125,Lifetime Television,us,1588,Color,English,USA,10/01/2004
46,RTL Klub Televízió,hu,1588,Color,English,USA,10/01/2004
127,Kabel 1,de,1589,Color,English,USA,21/08/2004
125,Lifetime Television,us,1589,Color,English,USA,21/08/2004
46,RTL Klub Televízió,hu,1589,Color,English,USA,21/08/2004
127,Kabel 1,de,1590,Color,English,USA,29/01/2006
125,Lifetime Television,us,1590,Color,English,USA,29/01/2006
46,RTL Klub Televízió,hu,1590,Color,English,USA,29/01/2006
127,Kabel 1,de,1591,Color,English,USA,29/01/2006
125,Lifetime Television,us,1591,Color,English,USA,29/01/2006
46,RTL Klub Televízió,hu,1591,Color,English,USA,29/01/2006
127,Kabel 1,de,1592,Color,English,USA,13/12/2003
125,Lifetime Television,us,1592,Color,English,USA,13/12/2003
46,RTL Klub Televízió,hu,1592,Color,English,USA,13/12/2003
127,Kabel 1,de,1593,Color,English,USA,14/08/2005
125,Lifetime Television,us,1593,Color,English,USA,14/08/2005
46,RTL Klub Televízió,hu,1593,Color,English,USA,14/08/2005
115,Radio Telefís Éireann (RTÉ),ie,1593,Color,English,USA,14/08/2005
127,Kabel 1,de,1594,Color,English,USA,11/12/2005
125,Lifetime Television,us,1594,Color,English,USA,11/12/2005
46,RTL Klub Televízió,hu,1594,Color,English,USA,11/12/2005
127,Kabel 1,de,1595,Color,English,USA,23/08/2003
125,Lifetime Television,us,1595,Color,English,USA,23/08/2003
31,RTL Entertainment,nl,1595,Color,English,USA,23/08/2003
46,RTL Klub Televízió,hu,1595,Color,English,USA,23/08/2003
127,Kabel 1,de,1596,Color,English,USA,14/08/2004
125,Lifetime Television,us,1596,Color,English,USA,14/08/2004
46,RTL Klub Televízió,hu,1596,Color,English,USA,14/08/2004
127,Kabel 1,de,1597,Color,English,USA,16/08/2003
125,Lifetime Television,us,1597,Color,English,USA,16/08/2003
46,RTL Klub Televízió,hu,1597,Color,English,USA,16/08/2003
127,Kabel 1,de,1598,Color,English,USA,09/01/2005
125,Lifetime Television,us,1598,Color,English,USA,09/01/2005
46,RTL Klub Televízió,hu,1598,Color,English,USA,09/01/2005
127,Kabel 1,de,1599,Color,English,USA,24/07/2004
125,Lifetime Television,us,1599,Color,English,USA,24/07/2004
46,RTL Klub Televízió,hu,1599,Color,English,USA,24/07/2004
127,Kabel 1,de,1600,Color,English,USA,07/08/2005
125,Lifetime Television,us,1600,Color,English,USA,07/08/2005
46,RTL Klub Televízió,hu,1600,Color,English,USA,07/08/2005
127,Kabel 1,de,1601,Color,English,USA,07/08/2004
125,Lifetime Television,us,1601,Color,English,USA,07/08/2004
46,RTL Klub Televízió,hu,1601,Color,English,USA,07/08/2004
127,Kabel 1,de,1602,Color,English,USA,24/07/2005
125,Lifetime Television,us,1602,Color,English,USA,24/07/2005
46,RTL Klub Televízió,hu,1602,Color,English,USA,24/07/2005
127,Kabel 1,de,1603,Color,English,USA,03/01/2004
125,Lifetime Television,us,1603,Color,English,USA,03/01/2004
46,RTL Klub Televízió,hu,1603,Color,English,USA,03/01/2004
127,Kabel 1,de,1604,Color,English,USA,11/10/2003
125,Lifetime Television,us,1604,Color,English,USA,11/10/2003
46,RTL Klub Televízió,hu,1604,Color,English,USA,11/10/2003
127,Kabel 1,de,1605,Color,English,USA,09/10/2004
125,Lifetime Television,us,1605,Color,English,USA,09/10/2004
46,RTL Klub Televízió,hu,1605,Color,English,USA,09/10/2004
127,Kabel 1,de,1606,Color,English,USA,13/09/2003
125,Lifetime Television,us,1606,Color,English,USA,13/09/2003
46,RTL Klub Televízió,hu,1606,Color,English,USA,13/09/2003
127,Kabel 1,de,1607,Color,English,USA,10/07/2005
125,Lifetime Television,us,1607,Color,English,USA,10/07/2005
46,RTL Klub Televízió,hu,1607,Color,English,USA,10/07/2005
115,Radio Telefís Éireann (RTÉ),ie,1607,Color,English,USA,10/07/2005
127,Kabel 1,de,1608,Color,English,USA,17/07/2004
125,Lifetime Television,us,1608,Color,English,USA,17/07/2004
46,RTL Klub Televízió,hu,1608,Color,English,USA,17/07/2004
127,Kabel 1,de,1609,Color,English,USA,23/01/2005
125,Lifetime Television,us,1609,Color,English,USA,23/01/2005
46,RTL Klub Televízió,hu,1609,Color,English,USA,23/01/2005
127,Kabel 1,de,1610,Color,English,USA,18/09/2005
125,Lifetime Television,us,1610,Color,English,USA,18/09/2005
46,RTL Klub Televízió,hu,1610,Color,English,USA,18/09/2005
115,Radio Telefís Éireann (RTÉ),ie,1610,Color,English,USA,18/09/2005
127,Kabel 1,de,1611,Color,English,USA,16/01/2005
125,Lifetime Television,us,1611,Color,English,USA,16/01/2005
46,RTL Klub Televízió,hu,1611,Color,English,USA,16/01/2005
127,Kabel 1,de,1612,Color,English,USA,02/08/2003
125,Lifetime Television,us,1612,Color,English,USA,02/08/2003
46,RTL Klub Televízió,hu,1612,Color,English,USA,02/08/2003
127,Kabel 1,de,1613,Color,English,USA,02/10/2004
125,Lifetime Television,us,1613,Color,English,USA,02/10/2004
46,RTL Klub Televízió,hu,1613,Color,English,USA,02/10/2004
127,Kabel 1,de,1614,Color,English,USA,25/09/2004
125,Lifetime Television,us,1614,Color,English,USA,25/09/2004
46,RTL Klub Televízió,hu,1614,Color,English,USA,25/09/2004
127,Kabel 1,de,1615,Color,English,USA,31/07/2004
125,Lifetime Television,us,1615,Color,English,USA,31/07/2004
46,RTL Klub Televízió,hu,1615,Color,English,USA,31/07/2004
127,Kabel 1,de,1616,Color,English,USA,10/07/2004
125,Lifetime Television,us,1616,Color,English,USA,10/07/2004
46,RTL Klub Televízió,hu,1616,Color,English,USA,10/07/2004
127,Kabel 1,de,1617,Color,English,USA,25/09/2005
125,Lifetime Television,us,1617,Color,English,USA,25/09/2005
46,RTL Klub Televízió,hu,1617,Color,English,USA,25/09/2005
127,Kabel 1,de,1618,Color,English,USA,05/02/2006
125,Lifetime Television,us,1618,Color,English,USA,05/02/2006
46,RTL Klub Televízió,hu,1618,Color,English,USA,05/02/2006
115,Radio Telefís Éireann (RTÉ),ie,1618,Color,English,USA,05/02/2006
127,Kabel 1,de,1619,Color,English,USA,08/01/2006
125,Lifetime Television,us,1619,Color,English,USA,08/01/2006
46,RTL Klub Televízió,hu,1619,Color,English,USA,08/01/2006
127,Kabel 1,de,1620,Color,English,USA,24/01/2004
125,Lifetime Television,us,1620,Color,English,USA,24/01/2004
46,RTL Klub Televízió,hu,1620,Color,English,USA,24/01/2004
127,Kabel 1,de,1621,Color,English,USA,09/08/2003
125,Lifetime Television,us,1621,Color,English,USA,09/08/2003
46,RTL Klub Televízió,hu,1621,Color,English,USA,09/08/2003
127,Kabel 1,de,1622,Color,English,USA,06/09/2003
125,Lifetime Television,us,1622,Color,English,USA,06/09/2003
46,RTL Klub Televízió,hu,1622,Color,English,USA,06/09/2003
127,Kabel 1,de,1623,Color,English,USA,20/09/2003
125,Lifetime Television,us,1623,Color,English,USA,20/09/2003
46,RTL Klub Televízió,hu,1623,Color,English,USA,20/09/2003
127,Kabel 1,de,1624,Color,English,USA,27/09/2003
125,Lifetime Television,us,1624,Color,English,USA,27/09/2003
46,RTL Klub Televízió,hu,1624,Color,English,USA,27/09/2003
127,Kabel 1,de,1625,Color,English,USA,16/10/2004
125,Lifetime Television,us,1625,Color,English,USA,16/10/2004
46,RTL Klub Televízió,hu,1625,Color,English,USA,16/10/2004
127,Kabel 1,de,1626,Color,English,USA,23/10/2004
125,Lifetime Television,us,1626,Color,English,USA,23/10/2004
46,RTL Klub Televízió,hu,1626,Color,English,USA,23/10/2004
127,Kabel 1,de,1627,Color,English,Canada,11/09/2005
125,Lifetime Television,us,1627,Color,English,Canada,11/09/2005
46,RTL Klub Televízió,hu,1627,Color,English,Canada,11/09/2005
115,Radio Telefís Éireann (RTÉ),ie,1627,Color,English,Canada,11/09/2005
127,Kabel 1,de,1628,Color,English,USA,26/06/2005
125,Lifetime Television,us,1628,Color,English,USA,26/06/2005
46,RTL Klub Televízió,hu,1628,Color,English,USA,26/06/2005
127,Kabel 1,de,1629,Color,English,USA,08/11/2003
125,Lifetime Television,us,1629,Color,English,USA,08/11/2003
