subject_1,subject_2,<wasBornOnDate>_1,<wasBornOnDate>_2,<hasHeight>,<diedOnDate>_1,<diedOnDate>_2
46,5,24,109,-1,26,70
46,6,57,92,-1,1,2
46,7,106,25,-1,1,2
46,8,37,117,-1,1,2
46,9,64,75,-1,1,2
46,10,59,92,-1,1,2
46,11,49,43,-1,1,2
46,12,120,23,-1,1,2
46,13,48,45,-1,1,2
46,14,35,74,-1,53,59
46,15,2,84,-1,2,27
46,16,58,58,-1,1,2
46,17,17,88,-1,33,42
46,18,55,109,-1,1,2
46,19,37,7,-1,53,11
46,20,2,121,-1,4,22
46,21,32,20,-1,1,2
46,22,1,24,-1,4,55
46,23,2,60,-1,3,40
46,24,2,61,-1,5,57
46,25,25,98,-1,67,16
46,26,82,7,-1,1,2
46,27,6,15,-1,8,4
46,28,41,68,-1,65,59
46,29,1,40,-1,6,31
46,30,31,53,-1,1,2
46,31,117,5,-1,1,2
46,32,72,94,-1,1,2
46,33,31,106,-1,65,27
46,34,11,74,-1,35,54
46,35,30,97,-1,41,16
46,36,60,120,-1,1,2
46,37,9,48,-1,24,21
46,38,13,102,-1,18,15
46,39,1,19,-1,5,55
46,40,89,8,-1,1,2
46,41,4,32,-1,19,56
46,42,77,96,-1,1,2
46,43,3,54,-1,5,3
46,44,108,66,-1,1,2
46,45,115,108,-1,1,2
46,46,29,40,-1,23,39
46,47,20,62,-1,65,9
46,48,6,76,-1,12,3
46,49,55,95,-1,67,51
46,50,25,111,-1,46,31
46,51,52,62,-1,71,6
46,52,26,9,-1,48,16
46,53,5,90,-1,12,45
46,54,51,25,-1,1,2
46,55,106,21,-1,1,2
46,56,69,76,-1,1,2
46,57,1,25,-1,2,32
46,58,109,99,-1,1,2
46,59,8,109,-1,22,63
46,60,33,20,-1,46,39
46,61,66,92,-1,1,2
46,62,44,91,-1,1,2
46,63,48,93,-1,1,2
46,64,37,100,-1,47,72
46,65,114,50,-1,1,2
46,66,82,95,-1,1,2
46,67,15,82,-1,43,16
46,68,34,33,-1,1,2
46,69,55,71,-1,38,8
46,70,39,89,-1,60,33
46,71,69,76,-1,1,2
46,72,46,90,-1,1,2
46,73,45,103,-1,1,2
46,74,32,9,-1,58,44
46,75,27,87,-1,26,23
46,76,49,112,-1,1,2
46,77,114,48,-1,1,2
46,78,20,100,-1,51,61
46,79,26,41,-1,24,21
46,80,7,94,-1,7,30
46,81,100,8,-1,1,2
46,82,52,91,-1,1,2
46,83,1,63,-1,11,33
46,84,37,66,-1,1,2
46,85,81,59,-1,1,2
46,86,123,62,-1,1,2
46,87,104,59,-1,1,2
46,88,116,51,-1,1,2
46,89,17,3,-1,31,24
46,90,97,91,-1,1,2
46,91,106,12,-1,1,2
46,92,118,68,-1,1,2
46,93,118,27,-1,1,2
46,94,53,122,-1,1,2
46,95,120,81,-1,1,2
46,96,110,62,-1,1,2
46,97,117,89,-1,1,2
46,98,29,43,-1,49,60
46,99,30,119,-1,58,30
46,100,101,7,-1,57,68
46,101,48,68,-1,1,2
46,102,15,91,-1,31,16
46,103,94,56,-1,1,2
46,104,93,116,-1,1,2
46,105,84,21,-1,1,2
46,106,85,112,-1,1,2
46,107,85,99,-1,1,2
46,108,77,32,-1,1,2
46,109,107,10,-1,1,2
46,110,107,78,-1,1,2
46,111,73,32,-1,1,2
46,112,107,9,-1,1,2
46,113,97,68,-1,1,2
46,114,58,76,-1,1,2
46,115,68,42,-1,1,2
46,116,113,34,-1,1,2
46,117,95,75,-1,32,36
46,118,41,109,-1,39,19
46,119,8,45,-1,31,37
46,120,67,119,-1,1,2
46,121,95,46,-1,1,2
46,122,105,16,-1,1,2
46,123,97,110,-1,1,2
46,124,81,71,-1,65,1
46,125,34,54,-1,66,58
46,126,89,110,29,1,2
46,127,20,66,-1,44,17
46,128,1,59,-1,9,33
46,129,2,16,-1,10,71
46,130,3,106,-1,17,14
46,131,121,117,-1,1,2
46,132,20,16,-1,46,55
46,133,67,6,-1,1,2
46,134,46,63,-1,1,2
46,135,22,105,-1,34,71
46,136,96,102,-1,1,2
46,137,48,107,-1,36,10
46,138,19,118,-1,62,18
46,139,91,57,33,1,2
46,140,91,101,-1,1,2
46,141,112,92,-1,1,2
46,142,79,101,-1,1,2
46,143,78,73,-1,1,2
46,144,88,68,-1,1,2
46,145,53,118,-1,1,2
46,146,62,71,-1,1,2
46,147,4,56,-1,10,14
46,148,75,108,-1,1,2
46,149,7,20,-1,5,41
46,150,18,31,-1,18,38
46,151,1,95,-1,1,2
46,152,14,19,-1,5,22
46,153,8,101,-1,21,68
46,154,85,97,-1,61,33
46,155,1,78,-1,4,69
46,156,37,37,-1,60,39
46,157,64,70,-1,1,2
46,158,11,50,-1,22,3
46,159,33,34,-1,1,2
46,160,25,120,-1,64,63
46,161,28,66,-1,40,28
46,162,44,51,-1,30,38
46,163,19,49,-1,30,48
46,164,27,66,-1,49,26
46,165,17,24,-1,42,57
46,166,15,95,-1,23,50
46,167,23,98,-1,62,69
46,168,60,109,-1,1,2
46,169,14,112,-1,19,56
46,170,12,106,-1,9,64
46,171,33,60,-1,1,2
46,172,15,35,-1,33,63
46,173,30,20,-1,64,28
46,174,11,8,-1,40,17
46,175,23,85,-1,63,19
46,176,29,89,-1,45,28
47,1,25,105,-1,63,3
47,2,17,50,-1,49,23
47,3,11,96,-1,29,49
47,4,10,45,-1,16,12
47,5,8,89,-1,28,74
47,6,45,46,-1,1,2
47,7,86,62,-1,1,2
47,8,6,30,-1,10,22
47,9,13,67,-1,13,5
47,10,20,115,-1,48,54
47,11,10,37,-1,24,53
47,12,1,113,-1,9,19
47,13,10,31,-1,38,21
47,14,75,74,-1,1,2
47,15,14,21,-1,51,43
47,16,19,37,-1,30,73
47,17,83,67,-1,1,2
47,18,10,114,-1,13,37
47,19,53,13,-1,1,2
47,20,48,61,-1,1,2
47,21,60,35,-1,1,2
47,22,76,45,-1,1,2
47,23,15,78,-1,9,35
47,24,14,85,-1,46,20
47,25,33,14,-1,47,72
47,26,23,25,-1,61,74
47,27,33,15,-1,44,24
47,28,12,36,-1,8,40
47,29,76,71,-1,1,2
47,30,80,22,-1,1,2
47,31,52,44,-1,1,2
47,32,6,119,-1,12,51
47,33,109,13,-1,1,2
47,34,84,91,-1,1,2
47,35,42,18,-1,51,47
47,36,55,63,-1,1,2
47,37,87,65,-1,1,2
47,38,13,103,-1,8,73
47,39,78,31,-1,1,2
47,40,10,10,-1,16,73
47,41,19,106,-1,34,62
47,42,56,35,-1,30,45
47,43,35,75,-1,35,38
47,44,26,47,-1,62,61
47,45,38,51,-1,1,2
47,46,6,23,-1,32,66
47,47,13,74,-1,26,63
47,48,33,14,-1,59,42
47,49,8,62,-1,17,37
47,50,65,51,-1,1,2
47,51,68,42,-1,1,2
47,52,17,92,-1,35,52
47,53,74,99,-1,1,2
47,54,8,3,-1,7,5
47,55,96,35,-1,1,2
47,56,30,59,-1,60,24
47,57,27,49,-1,63,20
47,58,18,96,-1,41,13
47,59,52,24,-1,1,2
47,60,51,95,-1,1,2
47,61,18,46,-1,31,69
47,62,23,30,-1,26,52
47,63,31,95,-1,43,25
47,64,42,25,-1,1,2
47,65,38,13,-1,52,60
47,66,47,79,-1,1,2
47,67,33,14,-1,30,28
47,68,29,122,-1,37,40
47,69,30,81,-1,40,50
47,70,14,27,-1,15,31
47,71,38,109,-1,71,6
47,72,24,98,-1,33,61
47,73,9,109,-1,16,56
47,74,25,48,-1,17,48
47,75,57,32,-1,1,2
47,76,101,123,-1,1,2
47,77,82,60,-1,1,2
47,78,73,27,-1,73,44
47,79,20,40,-1,58,62
47,80,90,33,-1,1,2
47,81,33,98,-1,66,38
47,82,8,32,-1,24,44
47,83,10,117,-1,9,64
47,84,34,70,-1,1,2
47,85,43,31,-1,1,2
47,86,23,109,-1,54,2
47,87,8,118,-1,9,64
47,88,7,73,-1,21,24
47,89,22,26,-1,58,4
47,90,36,99,-1,1,2
47,91,49,112,-1,1,2
47,92,24,27,-1,10,34
47,93,28,69,-1,40,35
47,94,118,10,-1,1,2
47,95,1,105,-1,9,55
47,96,71,24,-1,1,2
47,97,15,91,-1,28,20
47,98,42,85,-1,57,5
47,99,26,31,-1,58,49
47,100,1,53,-1,5,43
47,101,18,28,-1,34,56
47,102,107,94,-1,1,2
47,103,57,86,-1,57,36
47,104,24,40,-1,53,41
47,105,69,93,-1,1,2
47,106,7,43,-1,12,20
47,107,39,90,-1,1,2
47,108,3,53,-1,7,32
47,109,13,18,-1,27,1
47,110,41,106,-1,60,61
47,111,5,108,-1,21,36
47,112,54,123,-1,1,2
47,113,81,50,-1,1,2
47,114,47,90,-1,1,2
47,115,18,43,-1,45,65
47,116,4,32,-1,5,22
47,117,9,52,-1,11,22
47,118,34,83,-1,54,62
47,119,6,29,-1,11,3
47,120,31,113,-1,1,2
47,121,6,25,-1,16,11
47,122,72,41,-1,1,2
47,123,33,116,-1,1,2
47,124,86,78,-1,1,2
47,125,1,80,-1,8,54
47,126,88,81,-1,1,2
47,127,1,108,-1,13,23
47,128,6,93,-1,4,74
47,129,13,37,-1,28,38
47,130,53,50,-1,1,2
47,131,101,120,-1,1,2
47,132,109,32,-1,1,2
47,133,47,79,-1,1,2
47,134,40,36,-1,43,53
47,135,65,97,-1,1,2
47,136,41,6,-1,51,47
47,137,39,106,-1,42,36
47,138,19,27,-1,69,71
47,139,43,99,-1,63,24
47,140,8,100,-1,28,56
47,141,16,25,-1,35,34
47,142,32,30,-1,56,49
47,143,66,16,-1,1,2
47,144,54,64,-1,1,2
47,145,8,78,-1,22,35
47,146,66,10,-1,1,2
47,147,25,54,-1,1,2
47,148,22,42,-1,66,56
47,149,5,85,-1,13,30
47,150,27,9,-1,39,66
47,151,9,31,-1,3,17
47,152,4,24,-1,7,46
47,153,16,77,-1,55,65
47,154,24,12,-1,46,32
47,155,20,56,-1,31,28
47,156,69,76,-1,1,2
47,157,10,105,-1,41,35
47,158,13,15,-1,22,2
47,159,28,69,-1,59,42
47,160,5,41,-1,5,48
47,161,63,5,-1,1,2
47,162,52,97,-1,1,2
47,163,4,113,-1,3,57
47,164,21,97,-1,4,67
47,165,17,119,-1,27,12
47,166,11,60,-1,9,30
47,167,64,21,-1,1,2
47,168,45,76,-1,53,27
47,169,14,76,-1,20,42
47,170,13,119,-1,10,43
47,171,13,102,-1,37,74
47,172,5,108,-1,26,61
47,173,1,89,-1,5,63
47,174,33,65,-1,1,2
47,175,2,82,-1,5,63
47,176,14,11,-1,30,74
48,1,8,113,-1,31,59
48,2,9,109,-1,38,7
48,3,122,66,-1,1,2
48,4,28,48,-1,30,55
48,5,52,118,-1,1,2
48,6,35,79,-1,1,2
48,7,22,18,-1,54,1
48,8,15,56,-1,42,14
48,9,21,97,-1,16,12
48,10,15,73,-1,1,2
48,11,15,25,-1,28,63
48,12,11,98,-1,31,52
48,13,19,21,-1,3,19
48,14,50,39,-1,38,61
48,15,107,69,-1,1,2
48,16,72,11,-1,1,2
48,17,55,49,-1,1,2
48,18,28,102,-1,63,17
48,19,85,80,-1,1,2
48,20,115,121,-1,1,2
48,21,111,67,-1,1,2
48,22,106,58,-1,1,2
48,23,115,60,-1,1,2
48,24,114,12,-1,1,2
48,25,22,40,-1,55,63
48,26,70,103,-1,1,2
48,27,93,44,-1,1,2
48,28,1,87,-1,7,35
48,29,20,34,-1,50,16
48,30,8,62,-1,20,49
48,31,14,15,-1,1,2
48,32,21,102,-1,46,2
48,33,19,123,-1,35,47
48,34,13,109,-1,15,51
48,35,20,21,-1,11,4
48,36,16,36,-1,46,29
48,37,20,84,-1,50,54
48,38,12,85,-1,38,5
48,39,15,80,-1,31,24
48,40,11,60,-1,18,12
48,41,61,13,-1,67,18
48,42,80,14,-1,1,2
48,43,19,122,-1,45,68
48,44,27,49,-1,44,2
48,45,36,123,-1,74,31
48,46,86,9,-1,1,2
48,47,84,18,-1,1,2
48,48,11,60,-1,26,21
48,49,93,108,-1,1,2
48,50,65,65,-1,1,2
48,51,51,28,-1,42,73
48,52,109,20,-1,1,2
48,53,13,61,-1,24,48
48,54,40,1,-1,63,20
48,55,31,115,-1,71,44
48,56,71,105,-1,1,2
48,57,86,50,-1,1,2
48,58,9,99,-1,26,20
48,59,1,47,-1,4,39
48,60,82,60,-1,1,2
48,61,29,33,-1,67,51
48,62,112,104,-1,1,2
48,63,49,118,-1,1,2
48,64,114,82,-1,1,2
48,65,98,103,-1,1,2
48,66,69,70,-1,1,2
48,67,68,73,-1,1,2
48,68,102,23,-1,1,2
48,69,92,31,-1,1,2
48,70,58,13,-1,1,2
48,71,59,68,-1,1,2
48,72,77,62,-1,1,2
48,73,91,107,-1,1,2
48,74,122,64,-1,1,2
48,75,107,98,-1,1,2
48,76,54,76,-1,72,59
48,77,55,81,-1,1,2
48,78,75,115,44,1,2
48,79,89,37,-1,1,2
48,80,55,17,-1,1,2
48,81,101,68,-1,1,2
48,82,30,51,-1,1,2
48,83,90,97,-1,1,2
48,84,6,79,-1,11,61
48,85,76,92,-1,1,2
48,86,8,106,-1,10,47
48,87,39,111,-1,51,41
48,88,8,27,-1,23,56
48,89,111,11,-1,1,2
48,90,13,95,-1,17,12
48,91,84,97,-1,1,2
48,92,61,13,-1,1,2
48,93,17,123,-1,4,29
48,94,29,89,-1,69,14
48,95,39,115,-1,50,35
48,96,18,82,-1,7,9
48,97,32,47,-1,53,15
48,98,34,87,-1,45,68
48,99,30,114,-1,59,40
48,100,41,112,-1,1,2
48,101,48,83,-1,1,2
48,102,24,38,-1,20,49
48,103,65,97,-1,1,2
48,104,29,89,-1,1,2
48,105,35,46,-1,1,2
48,106,25,54,-1,1,2
48,107,27,107,46,59,33
48,108,103,120,-1,1,2
48,109,55,23,-1,1,2
48,110,21,7,-1,59,12
48,111,30,102,-1,39,16
48,112,19,42,-1,35,9
48,113,8,26,-1,22,10
48,114,46,88,-1,1,2
48,115,9,96,-1,19,63
48,116,60,73,-1,55,5
48,117,19,96,-1,49,9
48,118,23,87,-1,52,58
48,119,17,39,-1,34,35
48,120,5,40,-1,14,56
48,121,19,59,-1,16,5
48,122,23,123,-1,53,43
48,123,59,107,-1,42,66
48,124,47,84,-1,1,2
48,125,7,13,-1,14,51
48,126,19,107,-1,42,38
48,127,62,37,-1,1,2
48,128,17,66,-1,28,25
48,129,44,79,-1,46,24
48,130,101,34,-1,1,2
48,131,76,55,-1,1,2
48,132,94,25,-1,1,2
48,133,92,53,-1,1,2
48,134,58,91,-1,1,2
48,135,14,19,-1,33,55
48,136,98,74,29,1,2
48,137,87,63,-1,1,2
48,138,3,36,-1,9,64
48,139,58,3,-1,1,2
48,140,79,111,-1,1,2
48,141,8,42,-1,17,1
48,142,61,13,-1,1,2
48,143,85,4,-1,1,2
48,144,84,86,-1,1,2
48,145,53,43,52,67,23
48,146,59,49,-1,1,2
48,147,15,93,-1,26,53
48,148,76,26,-1,1,2
48,149,18,107,-1,29,51
48,150,94,96,-1,1,2
48,151,75,65,-1,1,2
48,152,59,102,-1,1,2
48,153,71,87,-1,1,2
48,154,18,24,-1,24,45
48,155,83,96,-1,1,2
48,156,55,43,-1,1,2
48,157,18,82,-1,54,51
48,158,70,25,-1,1,2
48,159,17,28,-1,26,52
48,160,30,3,-1,74,28
48,161,94,61,-1,1,2
48,162,95,43,-1,1,2
48,163,64,68,-1,1,2
48,164,12,38,-1,16,8
48,165,104,121,-1,1,2
48,166,113,82,-1,1,2
48,167,5,72,-1,2,55
48,168,23,53,-1,28,25
48,169,11,32,-1,38,13
48,170,47,36,-1,1,2
48,171,71,27,-1,1,2
48,172,3,48,-1,11,1
48,173,62,119,56,1,2
48,174,8,82,-1,28,5
48,175,17,62,-1,50,67
48,176,9,107,-1,8,72
49,1,95,74,-1,1,2
49,2,113,82,-1,1,2
49,3,74,38,-1,1,2
49,4,22,70,-1,45,26
49,5,119,37,-1,1,2
49,6,64,63,-1,1,2
49,7,48,93,-1,63,20
49,8,86,109,-1,1,2
49,9,112,79,-1,1,2
49,10,101,71,-1,1,2
49,11,106,103,43,1,2
49,12,39,87,-1,29,5
49,13,92,38,-1,1,2
49,14,48,18,-1,1,2
49,15,81,1,-1,1,2
49,16,50,97,-1,1,2
49,17,91,6,-1,1,2
49,18,76,11,-1,1,2
49,19,56,21,-1,1,2
49,20,24,58,-1,28,39
49,21,120,13,-1,1,2
49,22,114,47,-1,1,2
49,23,72,104,-1,1,2
49,24,47,119,-1,1,2
49,25,40,89,-1,65,35
49,26,99,76,-1,1,2
49,27,33,85,-1,46,28
49,28,78,40,-1,1,2
49,29,96,117,-1,1,2
49,30,67,75,-1,1,2
49,31,24,103,-1,61,44
49,32,58,33,-1,34,45
49,33,93,123,-1,1,2
49,34,49,23,-1,46,70
49,35,5,13,-1,15,29
49,36,58,12,-1,1,2
49,37,77,123,-1,1,2
49,38,52,62,-1,1,2
49,39,124,37,-1,1,2
49,40,77,75,-1,1,2
49,41,36,76,-1,29,18
49,42,37,61,-1,1,2
49,43,10,15,-1,20,33
49,44,19,105,-1,22,36
49,45,52,34,-1,31,8
49,46,52,6,-1,1,2
49,47,57,3,-1,1,2
49,48,45,108,-1,1,2
49,49,59,98,-1,1,2
49,50,49,78,-1,1,2
49,51,72,24,-1,1,2
49,52,113,79,-1,1,2
49,53,47,79,-1,1,2
49,54,106,94,-1,1,2
49,55,121,36,-1,1,2
49,56,50,105,-1,1,2
49,57,40,45,-1,56,39
49,58,78,117,55,1,2
49,59,100,50,-1,1,2
49,60,77,21,-1,1,2
49,61,104,70,-1,1,2
49,62,88,87,-1,1,2
49,63,8,56,-1,36,66
49,64,87,115,-1,1,2
49,65,68,60,-1,1,2
49,66,37,53,-1,15,62
49,67,37,6,-1,69,28
49,68,81,82,-1,1,2
49,69,9,109,-1,33,31
49,70,111,46,-1,1,2
49,71,45,65,-1,1,2
49,72,9,88,-1,24,48
49,73,32,37,-1,44,43
49,74,22,89,-1,41,19
49,75,95,3,-1,1,2
49,76,99,32,-1,1,2
49,77,90,25,-1,1,2
49,78,24,60,-1,40,55
49,79,102,29,-1,1,2
49,80,18,63,-1,40,2
49,81,39,19,-1,1,2
49,82,27,89,-1,21,23
49,83,28,116,-1,40,49
49,84,8,29,-1,3,48
49,85,31,113,-1,57,57
49,86,107,37,-1,1,2
49,87,79,32,-1,1,2
49,88,56,30,-1,1,2
49,89,38,121,-1,66,47
49,90,63,111,-1,1,2
49,91,97,63,-1,1,2
49,92,37,80,-1,57,50
49,93,107,55,-1,1,2
49,94,84,110,-1,1,2
49,95,113,66,-1,1,2
49,96,40,41,-1,1,2
49,97,37,77,-1,59,6
49,98,104,65,-1,1,2
49,99,55,118,-1,1,2
49,100,112,116,-1,1,2
49,101,31,56,-1,73,49
49,102,107,62,-1,1,2
49,103,61,13,-1,1,2
49,104,13,10,-1,22,26
49,105,2,32,-1,12,58
49,106,91,45,-1,1,2
49,107,78,114,-1,1,2
49,108,16,99,-1,19,36
49,109,93,11,-1,1,2
49,110,14,19,-1,20,49
49,111,17,45,-1,2,8
49,112,45,106,-1,1,2
49,113,34,17,-1,1,2
49,114,22,99,-1,1,2
49,115,22,67,-1,16,9
49,116,13,77,-1,36,7
49,117,25,116,-1,53,72
49,118,83,99,-1,1,2
49,119,117,27,-1,1,2
49,120,101,56,-1,1,2
49,121,117,41,-1,1,2
49,122,122,6,-1,1,2
49,123,65,38,-1,1,2
49,124,65,103,-1,1,2
49,125,67,19,-1,1,2
49,126,116,15,-1,1,2
49,127,72,42,-1,1,2
49,128,15,67,-1,48,25
49,129,17,20,-1,51,3
49,130,35,64,-1,9,14
49,131,103,120,-1,1,2
49,132,44,26,-1,35,7
49,133,47,92,-1,70,72
49,134,31,113,-1,36,59
49,135,34,9,-1,52,51
49,136,82,60,-1,1,2
49,137,33,14,-1,63,20
49,138,120,55,-1,1,2
49,139,121,7,-1,1,2
49,140,113,18,-1,1,2
49,141,117,62,-1,1,2
49,142,91,120,-1,1,2
49,143,83,89,-1,1,2
49,144,54,33,-1,47,11
49,145,99,39,-1,1,2
49,146,32,77,-1,1,2
49,147,38,107,-1,45,35
49,148,25,54,-1,1,2
49,149,43,3,-1,1,2
49,150,28,21,-1,21,9
49,151,93,7,-1,1,2
49,152,28,64,-1,75,10
49,153,51,4,-1,1,2
49,154,16,94,-1,52,28
49,155,51,28,-1,1,2
49,156,42,18,-1,1,2
49,157,34,107,-1,1,2
49,158,41,75,-1,1,2
49,159,23,63,-1,69,57
49,160,75,7,-1,1,2
49,161,58,81,-1,1,2
49,162,40,103,-1,16,30
49,163,32,43,-1,56,21
49,164,39,4,-1,1,2
49,165,73,73,-1,1,2
49,166,68,42,-1,1,2
49,167,36,80,-1,1,2
49,168,20,95,-1,27,5
49,169,102,61,-1,1,2
49,170,45,3,-1,1,2
49,171,91,122,-1,1,2
49,172,16,105,-1,64,39
49,173,28,93,-1,1,2
49,174,44,29,-1,63,5
49,175,33,74,-1,1,2
49,176,55,19,-1,1,2
50,1,30,113,-1,51,50
50,2,87,29,-1,1,2
50,3,37,21,-1,1,2
50,4,52,62,-1,71,6
50,5,38,93,-1,47,66
50,6,79,46,-1,1,2
50,7,50,107,-1,1,2
50,8,85,99,-1,1,2
50,9,29,116,-1,39,74
50,10,110,37,-1,1,2
50,11,94,88,-1,1,2
50,12,92,22,-1,1,2
50,13,44,28,-1,57,48
50,14,91,123,-1,1,2
50,15,38,111,-1,1,2
50,16,97,81,-1,1,2
50,17,67,66,-1,1,2
50,18,86,110,-1,1,2
50,19,54,103,-1,1,2
50,20,46,107,-1,1,2
50,21,41,11,-1,65,71
50,22,79,65,-1,1,2
50,23,24,88,-1,63,8
50,24,15,20,-1,35,11
50,25,16,57,-1,57,57
50,26,18,53,-1,63,51
50,27,81,105,-1,1,2
50,28,41,98,-1,1,2
50,29,65,7,-1,1,2
50,30,25,13,-1,59,10
50,31,115,71,-1,1,2
50,32,85,83,-1,1,2
50,33,16,7,-1,45,22
50,34,18,39,-1,52,15
50,35,64,20,-1,1,2
50,36,100,55,-1,1,2
50,37,95,77,39,1,2
50,38,31,72,-1,1,2
50,39,17,21,-1,41,59
50,40,6,37,-1,32,53
50,41,14,71,-1,40,57
50,42,21,51,-1,49,18
50,43,21,4,-1,47,72
50,44,60,11,-1,1,2
50,45,90,118,-1,1,2
50,46,43,6,-1,52,53
50,47,48,21,-1,67,51
50,48,111,89,37,1,2
50,49,123,105,-1,1,2
50,50,97,40,-1,1,2
50,51,59,74,-1,1,2
50,52,8,62,-1,14,48
50,53,34,28,-1,49,3
50,54,49,81,-1,1,2
50,55,41,6,-1,1,2
50,56,41,67,-1,1,2
50,57,39,117,-1,1,2
50,58,108,87,-1,1,2
50,59,51,28,-1,1,2
50,60,93,123,-1,1,2
50,61,12,44,-1,45,29
50,62,81,13,-1,1,2
50,63,37,57,-1,1,2
50,64,2,29,-1,4,46
50,65,7,18,-1,12,69
50,66,12,23,-1,35,47
50,67,6,22,-1,8,2
50,68,76,52,-1,54,51
50,69,97,42,-1,1,2
50,70,44,16,-1,49,19
50,71,37,63,-1,1,2
50,72,80,47,-1,1,2
50,73,35,32,-1,1,2
50,74,61,100,-1,1,2
50,75,16,5,-1,26,62
50,76,16,54,-1,29,16
50,77,49,59,-1,58,68
50,78,67,105,-1,1,2
50,79,68,94,-1,1,2
50,80,14,65,-1,17,51
50,81,110,51,-1,1,2
50,82,46,105,-1,1,2
50,83,22,38,-1,52,27
50,84,41,77,-1,1,2
50,85,36,72,-1,52,71
50,86,123,79,-1,1,2
50,87,123,72,-1,1,2
50,88,51,22,-1,1,2
50,89,121,13,-1,1,2
50,90,122,76,-1,1,2
50,91,114,114,-1,1,2
50,92,103,120,-1,1,2
50,93,61,73,-1,1,2
50,94,65,27,-1,1,2
50,95,123,95,-1,1,2
50,96,75,73,-1,1,2
50,97,88,24,-1,1,2
50,98,41,101,-1,70,7
50,99,51,119,-1,1,2
50,100,122,29,-1,1,2
50,101,76,13,-1,1,2
50,102,62,65,-1,1,2
50,103,73,85,-1,1,2
50,104,79,73,-1,1,2
50,105,78,5,-1,1,2
50,106,75,101,-1,1,2
50,107,28,7,-1,25,50
50,108,96,112,-1,1,2
50,109,107,16,-1,1,2
50,110,95,97,-1,1,2
50,111,51,19,-1,1,2
50,112,6,114,-1,25,26
50,113,119,110,-1,1,2
50,114,57,6,-1,1,2
50,115,120,111,-1,1,2
50,116,49,21,-1,60,69
50,117,21,106,-1,66,24
50,118,36,72,-1,1,2
50,119,14,62,-1,23,44
50,120,5,87,-1,3,56
50,121,112,114,-1,1,2
50,122,102,70,-1,1,2
50,123,34,58,-1,66,72
50,124,69,6,-1,1,2
50,125,48,8,-1,1,2
50,126,40,53,-1,65,23
50,127,27,48,-1,49,29
50,128,36,116,-1,58,17
50,129,116,29,-1,1,2
50,130,105,54,-1,1,2
50,131,43,42,-1,32,20
50,132,72,107,-1,1,2
50,133,102,33,-1,1,2
50,134,48,93,-1,1,2
50,135,48,19,-1,32,3
50,136,80,49,-1,1,2
50,137,61,13,-1,1,2
50,138,65,97,-1,1,2
50,139,44,92,-1,50,40
50,140,88,15,-1,1,2
50,141,85,38,-1,1,2
50,142,2,5,-1,7,1
50,143,9,25,-1,24,22
50,144,77,24,-1,1,2
50,145,53,80,-1,1,2
50,146,120,96,-1,1,2
50,147,98,52,-1,1,2
50,148,76,5,-1,1,2
50,149,92,116,-1,1,2
50,150,31,115,-1,41,14
50,151,92,41,-1,1,2
50,152,28,83,-1,71,33
50,153,22,76,-1,19,33
50,154,6,108,-1,6,63
50,155,5,91,-1,15,23
50,156,121,10,-1,1,2
50,157,108,64,-1,1,2
50,158,30,27,-1,56,73
50,159,7,34,-1,11,65
50,160,13,44,-1,36,16
50,161,110,102,-1,1,2
50,162,35,46,-1,50,16
50,163,42,41,-1,64,46
50,164,96,68,-1,1,2
50,165,64,118,-1,1,2
50,166,104,8,-1,1,2
50,167,86,61,32,1,2
50,168,117,85,-1,1,2
50,169,83,109,-1,1,2
50,170,93,117,-1,1,2
50,171,91,104,-1,1,2
50,172,79,64,-1,1,2
50,173,95,54,-1,1,2
50,174,87,15,-1,1,2
50,175,47,70,-1,51,59
50,176,8,5,-1,18,17
51,1,26,82,-1,53,42
51,2,12,21,-1,7,6
51,3,111,27,-1,1,2
51,4,59,3,-1,1,2
51,5,123,66,-1,1,2
51,6,64,76,-1,1,2
51,7,3,123,-1,12,38
51,8,109,81,-1,55,48
51,9,84,100,-1,1,2
51,10,79,45,-1,1,2
51,11,86,26,-1,1,2
51,12,67,118,-1,1,2
51,13,50,104,-1,44,14
51,14,79,99,-1,65,36
51,15,98,99,-1,1,2
51,16,82,55,-1,1,2
51,17,95,113,-1,1,24
51,18,86,83,-1,1,2
51,19,76,101,-1,1,2
51,20,123,40,-1,1,2
51,21,62,37,-1,56,23
51,22,66,73,-1,1,2
51,23,90,8,-1,1,2
51,24,14,59,-1,26,11
51,25,34,60,-1,57,7
51,26,47,10,-1,1,2
51,27,7,40,-1,19,54
51,28,34,70,-1,1,2
51,29,85,27,-1,1,16
51,30,20,97,-1,34,2
51,31,17,4,-1,11,71
51,32,26,108,-1,71,73
51,33,32,22,-1,21,20
51,34,68,64,-1,1,2
51,35,40,102,-1,54,38
51,36,4,88,-1,7,27
51,37,31,6,-1,51,70
51,38,91,10,-1,1,2
51,39,114,38,-1,1,2
51,40,111,55,-1,1,2
51,41,32,45,-1,59,37
51,42,25,33,-1,51,21
51,43,115,96,36,1,2
51,44,110,37,-1,1,2
51,45,14,68,-1,35,5
51,46,37,88,-1,1,2
51,47,119,36,-1,1,2
51,48,122,16,-1,1,2
51,49,16,52,-1,48,33
51,50,8,94,-1,23,51
51,51,16,119,-1,18,52
51,52,36,44,-1,1,2
51,53,5,3,-1,6,59
